"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013EA","B25085_013M","B25085_013MA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016M","B25085_016MA","B25085_016EA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020M","B25085_020MA","B25085_020EA","B25085_021E","B25085_021EA","B25085_021M","B25085_021MA","B25085_022E","B25085_022EA","B25085_022M","B25085_022MA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US42047","Elk County, Pennsylvania","187","null","104","null","0","null","22","null","0","22","null","null","38","54","null","null","0","22","null","null","0","null","22","null","16","null","25","null","6","9","null","null","3","4","null","null","2","3","null","null","1","null","2","null","0","null","22","null","42","null","61","null","8","13","null","null","50","55","null","null","0","22","null","null","0","null","22","null","15","null","20","null","0","22","null","null","2","3","null","null","0","null","22","null","4","null","7","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42049","Erie County, Pennsylvania","1863","null","387","null","0","null","24","null","0","24","null","null","27","38","null","null","20","33","null","null","18","null","20","null","58","null","58","null","0","24","null","null","159","99","null","null","109","80","null","null","285","null","133","null","173","null","121","null","111","null","76","null","136","106","null","null","70","53","null","null","406","167","null","null","117","null","80","null","61","null","59","null","53","62","null","null","5","9","null","null","5","null","7","null","0","null","24","null","50","null","58","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42051","Fayette County, Pennsylvania","1265","null","246","null","77","null","83","null","0","24","null","null","0","24","null","null","21","24","null","null","9","null","13","null","33","null","37","null","48","36","null","null","24","24","null","null","39","43","null","null","63","null","53","null","62","null","62","null","38","null","43","null","155","123","null","null","110","84","null","null","271","141","null","null","156","null","85","null","47","null","60","null","81","79","null","null","31","46","null","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42053","Forest County, Pennsylvania","41","null","27","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","3","null","5","null","6","null","10","null","6","10","null","null","0","15","null","null","9","13","null","null","0","null","15","null","0","null","15","null","0","null","15","null","10","14","null","null","0","15","null","null","7","10","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null",
"0500000US42055","Franklin County, Pennsylvania","971","null","293","null","93","null","74","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","98","null","77","null","5","7","null","null","38","45","null","null","17","25","null","null","194","null","132","null","7","null","12","null","0","null","24","null","4","6","null","null","42","40","null","null","60","72","null","null","112","null","91","null","29","null","41","null","137","139","null","null","69","79","null","null","66","null","83","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42057","Fulton County, Pennsylvania","111","null","46","null","0","null","16","null","4","6","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","22","23","null","null","13","15","null","null","0","null","16","null","9","null","13","null","0","null","16","null","0","16","null","null","16","19","null","null","3","4","null","null","0","null","16","null","0","null","16","null","17","19","null","null","9","15","null","null","0","null","16","null","0","null","16","null","18","null","17","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US42059","Greene County, Pennsylvania","255","null","113","null","0","null","22","null","0","22","null","null","44","69","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","11","10","null","null","31","32","null","null","38","null","42","null","29","null","42","null","0","null","22","null","0","22","null","null","20","23","null","null","8","12","null","null","0","null","22","null","4","null","6","null","39","35","null","null","20","33","null","null","11","null","12","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42061","Huntingdon County, Pennsylvania","264","null","121","null","18","null","20","null","0","22","null","null","13","13","null","null","0","22","null","null","0","null","22","null","10","null","10","null","10","11","null","null","58","76","null","null","3","5","null","null","28","null","20","null","17","null","15","null","7","null","10","null","8","11","null","null","0","22","null","null","4","5","null","null","63","null","76","null","2","null","3","null","2","3","null","null","12","12","null","null","3","null","4","null","6","null","10","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42063","Indiana County, Pennsylvania","574","null","203","null","0","null","24","null","0","24","null","null","38","45","null","null","0","24","null","null","8","null","14","null","8","null","14","null","5","7","null","null","26","28","null","null","26","26","null","null","17","null","15","null","22","null","29","null","55","null","45","null","86","77","null","null","60","66","null","null","17","16","null","null","134","null","133","null","0","null","24","null","8","12","null","null","37","46","null","null","27","null","43","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42065","Jefferson County, Pennsylvania","381","null","109","null","42","null","50","null","0","22","null","null","4","6","null","null","4","6","null","null","0","null","22","null","14","null","22","null","4","7","null","null","13","17","null","null","4","7","null","null","21","null","24","null","8","null","9","null","33","null","25","null","11","14","null","null","67","45","null","null","57","41","null","null","32","null","27","null","9","null","13","null","51","46","null","null","0","22","null","null","3","null","5","null","0","null","22","null","0","null","22","null","4","null","6","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42067","Juniata County, Pennsylvania","103","null","70","null","6","null","10","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","2","null","5","null","0","19","null","null","0","19","null","null","8","12","null","null","0","null","19","null","5","null","9","null","6","null","8","null","5","7","null","null","7","10","null","null","47","64","null","null","8","null","12","null","0","null","19","null","0","19","null","null","0","19","null","null","9","null","13","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US42069","Lackawanna County, Pennsylvania","3549","null","441","null","106","null","80","null","5","9","null","null","0","24","null","null","23","30","null","null","173","null","94","null","117","null","85","null","25","33","null","null","0","24","null","null","77","68","null","null","178","null","103","null","637","null","200","null","477","null","173","null","164","119","null","null","420","143","null","null","267","123","null","null","150","null","86","null","284","null","133","null","259","143","null","null","16","15","null","null","148","null","81","null","17","null","19","null","6","null","10","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42071","Lancaster County, Pennsylvania","1684","null","375","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","32","null","50","null","0","24","null","null","22","34","null","null","209","102","null","null","175","null","102","null","43","null","68","null","202","null","119","null","99","124","null","null","185","147","null","null","92","71","null","null","193","null","140","null","136","null","99","null","110","70","null","null","95","110","null","null","51","null","62","null","21","null","24","null","6","null","10","null","13","null","19","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42073","Lawrence County, Pennsylvania","723","null","176","null","0","null","24","null","44","46","null","null","14","22","null","null","12","19","null","null","0","null","24","null","29","null","37","null","136","86","null","null","11","13","null","null","79","64","null","null","146","null","90","null","22","null","30","null","34","null","36","null","25","32","null","null","11","12","null","null","64","49","null","null","28","null","31","null","62","null","65","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","6","null","9","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42075","Lebanon County, Pennsylvania","861","null","269","null","4","null","6","null","0","24","null","null","0","24","null","null","16","25","null","null","0","null","24","null","0","null","24","null","8","13","null","null","0","24","null","null","52","62","null","null","141","null","105","null","0","null","24","null","110","null","97","null","0","24","null","null","45","51","null","null","59","58","null","null","107","null","75","null","104","null","73","null","34","52","null","null","0","24","null","null","41","null","52","null","13","null","20","null","57","null","69","null","70","null","78","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42077","Lehigh County, Pennsylvania","1809","null","375","null","0","null","24","null","0","24","null","null","83","76","null","null","18","29","null","null","17","null","27","null","31","null","48","null","35","42","null","null","0","24","null","null","86","53","null","null","121","null","74","null","48","null","53","null","174","null","116","null","65","61","null","null","193","108","null","null","288","137","null","null","310","null","197","null","23","null","28","null","193","107","null","null","25","41","null","null","70","null","49","null","29","null","38","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42079","Luzerne County, Pennsylvania","2853","null","431","null","24","null","38","null","0","24","null","null","91","74","null","null","16","16","null","null","276","null","146","null","164","null","100","null","104","76","null","null","241","135","null","null","191","114","null","null","126","null","95","null","127","null","86","null","112","null","84","null","132","84","null","null","201","99","null","null","272","115","null","null","422","null","153","null","104","null","71","null","96","61","null","null","72","78","null","null","46","null","74","null","11","null","13","null","25","null","28","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42081","Lycoming County, Pennsylvania","479","null","163","null","0","null","24","null","0","24","null","null","25","29","null","null","0","24","null","null","0","null","24","null","0","null","24","null","49","70","null","null","59","66","null","null","12","16","null","null","21","null","20","null","12","null","11","null","81","null","85","null","4","7","null","null","60","43","null","null","36","22","null","null","2","null","3","null","44","null","30","null","36","52","null","null","34","32","null","null","4","null","7","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42083","McKean County, Pennsylvania","390","null","133","null","7","null","10","null","0","22","null","null","19","22","null","null","0","22","null","null","9","null","14","null","42","null","51","null","14","17","null","null","86","69","null","null","4","6","null","null","41","null","50","null","0","null","22","null","15","null","19","null","0","22","null","null","60","61","null","null","38","47","null","null","2","null","4","null","19","null","30","null","0","22","null","null","34","45","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42085","Mercer County, Pennsylvania","589","null","199","null","48","null","50","null","0","24","null","null","15","25","null","null","0","24","null","null","49","null","37","null","13","null","20","null","4","6","null","null","60","91","null","null","39","36","null","null","37","null","49","null","16","null","24","null","8","null","12","null","17","23","null","null","45","49","null","null","55","46","null","null","2","null","2","null","50","null","64","null","106","93","null","null","16","17","null","null","9","null","15","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42087","Mifflin County, Pennsylvania","240","null","114","null","0","null","22","null","18","28","null","null","0","22","null","null","0","22","null","null","18","null","19","null","0","null","22","null","0","22","null","null","29","43","null","null","5","7","null","null","21","null","24","null","8","null","13","null","37","null","33","null","16","24","null","null","67","84","null","null","0","22","null","null","16","null","18","null","0","null","22","null","0","22","null","null","0","22","null","null","5","null","9","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42089","Monroe County, Pennsylvania","1673","null","366","null","0","null","24","null","0","24","null","null","11","16","null","null","0","24","null","null","33","null","54","null","0","null","24","null","0","24","null","null","185","134","null","null","53","57","null","null","90","null","81","null","73","null","80","null","128","null","100","null","61","51","null","null","311","163","null","null","168","115","null","null","368","null","165","null","44","null","49","null","66","64","null","null","18","22","null","null","64","null","74","null","0","null","24","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42091","Montgomery County, Pennsylvania","4275","null","514","null","0","null","24","null","0","24","null","null","0","24","null","null","24","38","null","null","31","null","51","null","0","null","24","null","33","38","null","null","29","44","null","null","88","84","null","null","15","null","17","null","22","null","27","null","132","null","86","null","58","47","null","null","186","94","null","null","378","164","null","null","295","null","133","null","441","null","159","null","541","200","null","null","629","198","null","null","1010","null","268","null","140","null","92","null","53","null","40","null","150","null","95","null","20","null","23","null","0","24","null","null","0","24","null","null",
"0500000US42093","Montour County, Pennsylvania","84","null","79","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","11","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","73","null","77","null","0","null","16","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US42095","Northampton County, Pennsylvania","1405","null","298","null","0","null","24","null","16","15","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","24","38","null","null","0","24","null","null","39","40","null","null","83","null","78","null","80","null","89","null","63","null","57","null","46","47","null","null","223","143","null","null","178","118","null","null","91","null","71","null","125","null","79","null","192","133","null","null","93","82","null","null","76","null","84","null","33","null","44","null","14","null","22","null","29","null","47","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42097","Northumberland County, Pennsylvania","890","null","206","null","74","null","68","null","55","56","null","null","32","46","null","null","0","24","null","null","55","null","60","null","33","null","43","null","83","71","null","null","28","32","null","null","96","67","null","null","31","null","33","null","86","null","71","null","4","null","5","null","17","27","null","null","58","53","null","null","58","56","null","null","10","null","12","null","20","null","20","null","55","59","null","null","31","33","null","null","20","null","31","null","16","null","14","null","28","null","44","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42099","Perry County, Pennsylvania","187","null","71","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","9","null","10","null","0","22","null","null","9","13","null","null","4","6","null","null","8","null","8","null","14","null","16","null","12","null","19","null","8","13","null","null","24","29","null","null","6","10","null","null","0","null","22","null","12","null","19","null","7","12","null","null","63","53","null","null","11","null","15","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42101","Philadelphia County, Pennsylvania","12708","null","969","null","0","null","24","null","262","137","null","null","26","43","null","null","180","103","null","null","79","null","70","null","363","null","158","null","141","72","null","null","514","199","null","null","413","193","null","null","755","null","228","null","860","null","234","null","813","null","237","null","418","166","null","null","1371","340","null","null","1030","277","null","null","1447","null","326","null","300","null","146","null","1020","262","null","null","811","219","null","null","702","null","252","null","449","null","178","null","486","null","168","null","223","null","115","null","45","null","50","null","0","24","null","null","0","24","null","null",
"0500000US42103","Pike County, Pennsylvania","349","null","148","null","4","null","6","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null","0","24","null","null","0","null","24","null","12","null","15","null","8","null","13","null","0","24","null","null","22","31","null","null","5","8","null","null","16","null","25","null","81","null","105","null","44","46","null","null","48","40","null","null","96","null","94","null","13","null","15","null","0","null","24","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42105","Potter County, Pennsylvania","410","null","80","null","34","null","25","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","31","null","21","null","0","16","null","null","16","13","null","null","36","19","null","null","24","null","16","null","46","null","24","null","0","null","16","null","3","5","null","null","28","17","null","null","30","21","null","null","0","null","16","null","21","null","21","null","31","19","null","null","52","38","null","null","16","null","14","null","42","null","32","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US42107","Schuylkill County, Pennsylvania","1295","null","226","null","156","null","89","null","99","90","null","null","0","24","null","null","200","123","null","null","23","null","24","null","15","null","16","null","23","26","null","null","166","106","null","null","207","106","null","null","15","null","20","null","72","null","55","null","27","null","30","null","0","24","null","null","94","67","null","null","51","39","null","null","24","null","26","null","14","null","16","null","14","17","null","null","12","14","null","null","3","null","4","null","0","null","24","null","70","null","81","null","10","null","17","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42109","Snyder County, Pennsylvania","337","null","144","null","8","null","12","null","0","22","null","null","35","54","null","null","0","22","null","null","0","null","22","null","34","null","51","null","0","22","null","null","36","56","null","null","0","22","null","null","0","null","22","null","9","null","13","null","12","null","15","null","6","9","null","null","5","5","null","null","56","75","null","null","55","null","43","null","67","null","65","null","14","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42111","Somerset County, Pennsylvania","442","null","112","null","40","null","30","null","0","24","null","null","28","43","null","null","23","16","null","null","5","null","7","null","13","null","13","null","26","24","null","null","22","20","null","null","58","71","null","null","9","null","12","null","0","null","24","null","50","null","30","null","16","18","null","null","58","36","null","null","0","24","null","null","10","null","11","null","3","null","4","null","4","4","null","null","0","24","null","null","15","null","13","null","2","null","3","null","60","null","41","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42113","Sullivan County, Pennsylvania","73","null","24","null","0","null","15","null","0","15","null","null","2","3","null","null","0","15","null","null","0","null","15","null","6","null","5","null","3","4","null","null","0","15","null","null","6","6","null","null","6","null","10","null","0","null","15","null","4","null","5","null","3","4","null","null","0","15","null","null","3","4","null","null","0","null","15","null","0","null","15","null","15","11","null","null","14","10","null","null","0","null","15","null","0","null","15","null","8","null","9","null","3","null","4","null","0","null","15","null","0","15","null","null","0","15","null","null",
"0500000US42115","Susquehanna County, Pennsylvania","410","null","85","null","10","null","12","null","0","22","null","null","0","22","null","null","18","16","null","null","4","null","6","null","15","null","14","null","11","11","null","null","32","27","null","null","13","14","null","null","15","null","24","null","37","null","29","null","12","null","12","null","0","22","null","null","49","30","null","null","45","31","null","null","18","null","14","null","22","null","19","null","46","26","null","null","14","14","null","null","16","null","13","null","12","null","14","null","21","null","19","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42117","Tioga County, Pennsylvania","213","null","72","null","23","null","29","null","0","22","null","null","0","22","null","null","0","22","null","null","5","null","8","null","6","null","9","null","0","22","null","null","0","22","null","null","6","9","null","null","22","null","19","null","21","null","22","null","0","null","22","null","0","22","null","null","16","17","null","null","6","10","null","null","46","null","41","null","4","null","6","null","0","22","null","null","30","30","null","null","25","null","23","null","0","null","22","null","3","null","4","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42119","Union County, Pennsylvania","162","null","105","null","0","null","22","null","0","22","null","null","0","22","null","null","0","22","null","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null","41","62","null","null","0","null","22","null","0","null","22","null","4","null","7","null","0","22","null","null","13","20","null","null","38","41","null","null","4","null","5","null","4","null","6","null","6","10","null","null","0","22","null","null","15","null","22","null","37","null","50","null","0","null","22","null","0","null","22","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42121","Venango County, Pennsylvania","547","null","143","null","44","null","34","null","63","61","null","null","47","49","null","null","41","48","null","null","3","null","4","null","5","null","8","null","0","24","null","null","0","24","null","null","77","55","null","null","7","null","11","null","45","null","55","null","63","null","66","null","0","24","null","null","54","47","null","null","5","7","null","null","34","null","41","null","0","null","24","null","2","3","null","null","0","24","null","null","51","null","62","null","0","null","24","null","6","null","9","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42123","Warren County, Pennsylvania","348","null","94","null","12","null","15","null","31","22","null","null","0","22","null","null","3","6","null","null","0","null","22","null","19","null","16","null","4","5","null","null","0","22","null","null","84","57","null","null","33","null","35","null","37","null","40","null","0","null","22","null","28","23","null","null","27","23","null","null","36","30","null","null","3","null","5","null","8","null","12","null","8","12","null","null","10","14","null","null","0","null","22","null","0","null","22","null","0","null","22","null","5","null","7","null","0","null","22","null","0","22","null","null","0","22","null","null",
"0500000US42125","Washington County, Pennsylvania","1804","null","307","null","19","null","30","null","138","73","null","null","99","77","null","null","16","25","null","null","112","null","81","null","28","null","31","null","67","40","null","null","38","47","null","null","137","92","null","null","159","null","85","null","115","null","83","null","84","null","59","null","9","13","null","null","116","81","null","null","164","87","null","null","113","null","74","null","68","null","56","null","158","106","null","null","97","58","null","null","0","null","24","null","9","null","15","null","56","null","62","null","0","null","24","null","0","null","24","null","0","24","null","null","2","3","null","null",
"0500000US42127","Wayne County, Pennsylvania","470","null","160","null","2","null","3","null","5","9","null","null","0","24","null","null","0","24","null","null","0","null","24","null","0","null","24","null","13","12","null","null","12","20","null","null","18","23","null","null","13","null","14","null","8","null","14","null","14","null","22","null","60","55","null","null","4","7","null","null","100","69","null","null","90","null","88","null","21","null","20","null","51","39","null","null","40","42","null","null","0","null","24","null","8","null","12","null","11","null","18","null","0","null","24","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US42129","Westmoreland County, Pennsylvania","3312","null","436","null","91","null","74","null","104","82","null","null","137","90","null","null","44","39","null","null","138","null","81","null","69","null","54","null","69","58","null","null","170","84","null","null","181","95","null","null","140","null","107","null","277","null","121","null","332","null","132","null","62","47","null","null","317","128","null","null","238","132","null","null","280","null","164","null","114","null","63","null","156","88","null","null","155","104","null","null","111","null","99","null","97","null","94","null","21","null","26","null","0","null","24","null","0","null","24","null","6","9","null","null","3","5","null","null",
"0500000US42131","Wyoming County, Pennsylvania","134","null","68","null","0","null","19","null","4","7","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","2","3","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","44","31","null","null","2","3","null","null","7","null","10","null","14","null","14","null","18","17","null","null","8","10","null","null","9","null","14","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","26","40","null","null","0","19","null","null",
"0500000US42133","York County, Pennsylvania","4467","null","474","null","135","null","110","null","12","19","null","null","173","130","null","null","55","51","null","null","64","null","59","null","85","null","74","null","158","97","null","null","140","126","null","null","158","98","null","null","599","null","237","null","144","null","93","null","367","null","194","null","65","71","null","null","484","219","null","null","791","281","null","null","325","null","148","null","146","null","96","null","51","48","null","null","99","75","null","null","257","null","156","null","26","null","36","null","126","null","105","null","7","null","10","null","0","null","24","null","0","24","null","null","0","24","null","null",
"0500000US44001","Bristol County, Rhode Island","264","null","113","null","0","null","26","null","0","26","null","null","0","26","null","null","0","26","null","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null","0","26","null","null","0","null","26","null","0","null","26","null","0","null","26","null","0","26","null","null","23","36","null","null","34","54","null","null","0","null","26","null","19","null","31","null","0","26","null","null","85","79","null","null","60","null","65","null","5","null","8","null","38","null","33","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null",
"0500000US44003","Kent County, Rhode Island","812","null","268","null","0","null","29","null","0","29","null","null","40","66","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","93","null","85","null","0","29","null","null","24","38","null","null","77","72","null","null","107","null","100","null","169","null","101","null","135","77","null","null","102","105","null","null","44","null","59","null","21","null","32","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US44005","Newport County, Rhode Island","441","null","191","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","8","null","13","null","27","null","43","null","59","65","null","null","0","29","null","null","97","null","94","null","100","null","74","null","97","null","98","null","29","null","29","null","24","null","38","null","0","29","null","null","0","29","null","null",
"0500000US44007","Providence County, Rhode Island","3469","null","546","null","16","null","25","null","23","37","null","null","0","29","null","null","0","29","null","null","25","null","35","null","0","null","29","null","0","29","null","null","33","36","null","null","75","82","null","null","53","null","68","null","123","null","106","null","69","null","95","null","24","40","null","null","270","146","null","null","441","188","null","null","509","null","209","null","144","null","86","null","403","148","null","null","320","169","null","null","432","null","176","null","372","null","215","null","111","null","102","null","26","null","42","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US44009","Washington County, Rhode Island","724","null","210","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null","15","17","null","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","7","12","null","null","29","46","null","null","0","null","29","null","0","null","29","null","54","63","null","null","159","118","null","null","205","null","130","null","0","null","29","null","141","null","92","null","60","null","55","null","35","null","31","null","0","29","null","null","19","25","null","null",
"0500000US45001","Abbeville County, South Carolina","248","null","116","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","40","null","56","null","49","null","77","null","0","23","null","null","0","23","null","null","16","24","null","null","0","null","23","null","0","null","23","null","0","null","23","null","7","11","null","null","0","23","null","null","39","58","null","null","20","null","30","null","9","null","15","null","0","23","null","null","3","7","null","null","19","null","30","null","0","null","23","null","46","null","66","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US45003","Aiken County, South Carolina","1140","null","311","null","0","null","29","null","5","7","null","null","0","29","null","null","9","14","null","null","0","null","29","null","44","null","61","null","38","43","null","null","0","29","null","null","136","118","null","null","0","null","29","null","0","null","29","null","113","null","90","null","113","111","null","null","104","73","null","null","26","41","null","null","25","null","37","null","160","null","150","null","257","151","null","null","75","67","null","null","35","null","56","null","0","null","29","null","0","null","29","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US45005","Allendale County, South Carolina","163","null","104","null","19","null","29","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","29","48","null","null","0","null","17","null","0","null","17","null","28","null","44","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","14","null","23","null","73","56","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US45007","Anderson County, South Carolina","914","null","237","null","48","null","53","null","16","25","null","null","13","20","null","null","48","56","null","null","53","null","61","null","15","null","24","null","0","29","null","null","67","60","null","null","20","24","null","null","0","null","29","null","81","null","87","null","122","null","125","null","89","70","null","null","84","74","null","null","41","47","null","null","25","null","36","null","61","null","64","null","34","51","null","null","63","70","null","null","20","null","28","null","0","null","29","null","14","null","23","null","0","null","29","null","0","null","29","null","0","29","null","null","0","29","null","null",
"0500000US45009","Bamberg County, South Carolina","315","null","194","null","21","null","26","null","0","19","null","null","10","12","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","16","20","null","null","0","null","19","null","43","null","65","null","47","null","55","null","25","27","null","null","98","102","null","null","0","19","null","null","48","null","71","null","0","null","19","null","0","19","null","null","0","19","null","null","7","null","10","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US45011","Barnwell County, South Carolina","178","null","106","null","12","null","11","null","38","61","null","null","6","8","null","null","0","23","null","null","7","null","12","null","5","null","8","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","14","null","24","null","51","null","55","null","0","23","null","null","7","11","null","null","4","6","null","null","25","null","41","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","9","null","14","null","0","null","23","null","0","23","null","null","0","23","null","null",
