"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US02016","Aleutians West Census Area, Alaska","4","null","4","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","3","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","2","3","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02020","Anchorage Municipality, Alaska","1673","null","405","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","17","33","null","null","53","74","null","null","108","89","null","null","68","null","85","null","63","null","70","null","16","null","18","null","309","179","null","null","336","null","170","null","442","187","null","null","141","123","null","null","111","null","99","null","9","null","16","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US02050","Bethel Census Area, Alaska","26","null","21","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","2","2","null","null","0","null","16","null","1","null","3","null","0","null","16","null","1","3","null","null","9","null","14","null","9","14","null","null","0","16","null","null","4","null","4","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US02060","Bristol Bay Borough, Alaska","2","null","3","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","2","null","3","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02063","Chugach Census Area, Alaska","69","null","59","null","4","null","6","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","34","47","null","null","0","14","null","null","1","null","4","null","0","null","14","null","1","2","null","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","3","null","2","null","4","null","25","36","null","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02066","Copper River Census Area, Alaska","41","null","26","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","3","4","null","null","0","10","null","null","0","null","10","null","9","null","13","null","0","10","null","null","0","10","null","null","0","10","null","null","10","null","12","null","0","null","10","null","1","null","4","null","4","9","null","null","0","null","10","null","2","3","null","null","2","4","null","null","10","null","12","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02068","Denali Borough, Alaska","32","null","16","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","6","9","null","null","15","null","13","null","0","null","10","null","0","10","null","null","0","10","null","null","4","5","null","null","0","null","10","null","4","null","5","null","0","null","10","null","0","10","null","null","0","null","10","null","3","4","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02070","Dillingham Census Area, Alaska","14","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","3","4","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","2","null","3","null","3","null","5","null","0","10","null","null","4","null","7","null","2","2","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","590","null","231","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","22","null","36","null","34","null","47","null","54","61","null","null","45","59","null","null","39","53","null","null","17","null","25","null","83","null","76","null","51","null","48","null","0","23","null","null","128","null","101","null","109","123","null","null","0","23","null","null","8","null","13","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US02100","Haines Borough, Alaska","63","null","50","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","29","null","39","null","17","null","23","null","0","null","10","null","0","10","null","null","13","null","18","null","1","3","null","null","2","3","null","null","1","null","3","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","26","null","13","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","3","5","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","3","4","null","null","6","null","6","null","2","null","3","null","0","null","10","null","0","10","null","null","0","null","10","null","6","6","null","null","0","10","null","null","6","null","8","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02110","Juneau City and Borough, Alaska","120","null","82","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","3","null","5","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","5","null","6","null","0","null","21","null","0","21","null","null","36","null","57","null","60","57","null","null","4","6","null","null","12","null","10","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","385","null","93","null","0","null","23","null","0","23","null","null","0","23","null","null","7","7","null","null","0","null","23","null","19","null","20","null","0","23","null","null","12","7","null","null","0","23","null","null","3","null","4","null","2","null","3","null","21","19","null","null","7","10","null","null","5","6","null","null","9","null","9","null","28","null","24","null","32","null","35","null","51","36","null","null","75","null","42","null","51","30","null","null","31","38","null","null","19","null","11","null","0","null","23","null","13","null","22","null","0","23","null","null","0","23","null","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","45","null","24","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","5","8","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","6","null","9","null","0","null","16","null","0","16","null","null","6","null","8","null","22","14","null","null","0","16","null","null","0","null","16","null","6","null","9","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US02150","Kodiak Island Borough, Alaska","76","null","53","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","8","12","null","null","0","null","16","null","0","null","16","null","1","4","null","null","0","16","null","null","0","16","null","null","0","null","16","null","8","null","14","null","8","null","11","null","0","16","null","null","6","null","8","null","30","44","null","null","0","16","null","null","13","null","13","null","2","null","2","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US02158","Kusilvak Census Area, Alaska","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","7","null","6","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","1","3","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","1","null","3","null","1","null","3","null","0","10","null","null","0","null","10","null","4","5","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","638","null","112","null","0","null","23","null","11","15","null","null","0","23","null","null","15","16","null","null","2","null","5","null","0","null","23","null","0","23","null","null","0","23","null","null","5","6","null","null","44","null","26","null","11","null","10","null","16","14","null","null","14","15","null","null","15","15","null","null","10","null","11","null","40","null","30","null","49","null","28","null","179","62","null","null","76","null","29","null","92","41","null","null","40","26","null","null","19","null","20","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US02180","Nome Census Area, Alaska","11","null","9","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","7","7","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null","0","16","null","null","0","null","16","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","0","16","null","null","0","16","null","null","4","null","6","null","0","null","16","null","0","null","16","null","0","16","null","null","0","16","null","null",
"0500000US02185","North Slope Borough, Alaska","2","null","4","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","1","null","2","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","1","3","null","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02188","Northwest Arctic Borough, Alaska","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","null","14","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02195","Petersburg Borough, Alaska","13","null","8","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","1","null","2","null","0","10","null","null","0","10","null","null","0","10","null","null","4","null","6","null","1","null","3","null","0","null","10","null","4","4","null","null","2","null","3","null","0","10","null","null","0","10","null","null","1","null","2","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","64","null","29","null","0","null","14","null","0","14","null","null","0","14","null","null","2","4","null","null","0","null","14","null","3","null","6","null","0","14","null","null","14","18","null","null","10","12","null","null","0","null","14","null","7","null","12","null","3","4","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","7","null","10","null","3","6","null","null","3","null","4","null","0","14","null","null","2","3","null","null","4","null","3","null","6","null","7","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02220","Sitka City and Borough, Alaska","28","null","25","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","3","6","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","16","null","20","null","3","4","null","null","3","5","null","null","0","null","14","null","3","null","5","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02230","Skagway Municipality, Alaska","5","null","6","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","2","3","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","null","10","null","0","10","null","null","0","10","null","null","3","null","4","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","110","null","38","null","5","null","8","null","0","14","null","null","0","14","null","null","0","14","null","null","22","null","20","null","0","null","14","null","0","14","null","null","3","6","null","null","10","15","null","null","0","null","14","null","0","null","14","null","6","7","null","null","2","3","null","null","0","14","null","null","0","null","14","null","22","null","17","null","8","null","11","null","8","9","null","null","8","null","7","null","14","17","null","null","2","3","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US02275","Wrangell City and Borough, Alaska","13","null","12","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","8","11","null","null","0","null","10","null","3","null","6","null","0","null","10","null","0","10","null","null","2","null","3","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02282","Yakutat City and Borough, Alaska","3","null","3","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null","0","10","null","null","0","null","10","null","1","null","3","null","2","null","3","null","0","10","null","null","0","null","10","null","0","10","null","null","0","10","null","null","0","null","10","null","0","null","10","null","0","null","10","null","0","10","null","null","0","10","null","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","25","null","12","null","2","null","3","null","0","14","null","null","0","14","null","null","0","14","null","null","2","null","5","null","3","null","3","null","0","14","null","null","1","3","null","null","7","6","null","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null","0","null","14","null","2","null","3","null","0","null","14","null","0","14","null","null","5","null","5","null","3","4","null","null","0","14","null","null","0","null","14","null","0","null","14","null","0","null","14","null","0","14","null","null","0","14","null","null",
"0500000US04001","Apache County, Arizona","475","null","161","null","27","null","42","null","0","31","null","null","37","43","null","null","3","4","null","null","0","null","31","null","0","null","31","null","0","31","null","null","31","49","null","null","0","31","null","null","17","null","22","null","0","null","31","null","0","31","null","null","36","40","null","null","82","58","null","null","0","null","31","null","87","null","69","null","21","null","22","null","62","55","null","null","15","null","23","null","14","19","null","null","0","31","null","null","23","null","36","null","14","null","21","null","6","null","7","null","0","31","null","null","0","31","null","null",
"0500000US04003","Cochise County, Arizona","1736","null","373","null","23","null","26","null","18","28","null","null","18","28","null","null","5","7","null","null","44","null","74","null","115","null","95","null","152","93","null","null","85","74","null","null","0","31","null","null","44","null","38","null","0","null","31","null","150","104","null","null","147","112","null","null","213","122","null","null","63","null","51","null","240","null","150","null","130","null","96","null","147","105","null","null","94","null","82","null","28","45","null","null","0","31","null","null","11","null","17","null","0","null","31","null","0","null","31","null","0","31","null","null","9","11","null","null",
"0500000US04005","Coconino County, Arizona","651","null","258","null","0","null","31","null","0","31","null","null","0","31","null","null","6","9","null","null","0","null","31","null","0","null","31","null","0","31","null","null","9","14","null","null","0","31","null","null","0","null","31","null","0","null","31","null","19","18","null","null","99","97","null","null","0","31","null","null","20","null","34","null","42","null","69","null","121","null","83","null","46","46","null","null","49","null","78","null","120","105","null","null","51","66","null","null","69","null","70","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US04007","Gila County, Arizona","720","null","243","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","74","null","82","null","0","null","31","null","0","31","null","null","26","24","null","null","30","49","null","null","0","null","31","null","13","null","20","null","16","25","null","null","30","35","null","null","0","31","null","null","49","null","47","null","65","null","80","null","60","null","56","null","28","31","null","null","157","null","118","null","71","73","null","null","24","40","null","null","69","null","82","null","0","null","31","null","0","null","31","null","0","31","null","null","8","15","null","null",
"0500000US04009","Graham County, Arizona","466","null","205","null","45","null","55","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","86","70","null","null","3","5","null","null","100","null","77","null","10","null","16","null","0","28","null","null","4","9","null","null","0","28","null","null","161","null","122","null","16","null","25","null","0","null","28","null","41","59","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US04011","Greenlee County, Arizona","66","null","39","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","15","null","23","null","0","null","19","null","20","23","null","null","7","12","null","null","0","19","null","null","14","null","22","null","0","null","19","null","0","null","19","null","10","12","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US04012","La Paz County, Arizona","569","null","209","null","52","null","80","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","11","18","null","null","10","17","null","null","69","96","null","null","62","null","85","null","0","null","25","null","89","105","null","null","71","80","null","null","30","28","null","null","39","null","44","null","13","null","13","null","83","null","94","null","0","25","null","null","14","null","17","null","0","25","null","null","0","25","null","null","20","null","29","null","0","null","25","null","0","null","25","null","0","25","null","null","6","11","null","null",
"0500000US04013","Maricopa County, Arizona","24957","null","1476","null","380","null","198","null","356","174","null","null","333","149","null","null","240","151","null","null","141","null","124","null","92","null","137","null","0","31","null","null","372","138","null","null","52","72","null","null","165","null","122","null","369","null","153","null","153","89","null","null","233","131","null","null","898","246","null","null","1070","null","263","null","1651","null","359","null","1741","null","426","null","2801","492","null","null","3177","null","496","null","4369","594","null","null","2576","472","null","null","1987","null","446","null","894","null","274","null","335","null","177","null","278","134","null","null","294","145","null","null",
"0500000US04015","Mohave County, Arizona","1781","null","472","null","0","null","31","null","0","31","null","null","42","47","null","null","12","19","null","null","29","null","46","null","0","null","31","null","53","57","null","null","98","90","null","null","44","57","null","null","290","null","155","null","24","null","40","null","54","73","null","null","7","9","null","null","131","117","null","null","323","null","175","null","152","null","120","null","66","null","61","null","140","102","null","null","0","null","31","null","232","179","null","null","49","44","null","null","35","null","75","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US04017","Navajo County, Arizona","892","null","244","null","17","null","27","null","0","31","null","null","1","7","null","null","0","31","null","null","23","null","37","null","27","null","43","null","3","6","null","null","26","30","null","null","5","8","null","null","26","null","40","null","16","null","26","null","59","56","null","null","24","39","null","null","48","49","null","null","47","null","75","null","110","null","92","null","85","null","82","null","120","113","null","null","108","null","93","null","141","109","null","null","6","11","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US04019","Pima County, Arizona","6476","null","772","null","482","null","297","null","38","63","null","null","32","36","null","null","0","31","null","null","23","null","38","null","12","null","21","null","111","92","null","null","41","47","null","null","47","55","null","null","205","null","101","null","75","null","73","null","27","42","null","null","104","74","null","null","217","142","null","null","592","null","245","null","418","null","168","null","391","null","184","null","1088","306","null","null","997","null","276","null","688","258","null","null","221","134","null","null","271","null","156","null","325","null","277","null","28","null","44","null","0","31","null","null","43","55","null","null",
"0500000US04021","Pinal County, Arizona","3402","null","653","null","128","null","121","null","51","58","null","null","7","11","null","null","305","157","null","null","70","null","68","null","12","null","20","null","19","30","null","null","56","56","null","null","127","100","null","null","36","null","62","null","74","null","78","null","9","14","null","null","92","75","null","null","128","112","null","null","212","null","136","null","234","null","127","null","478","null","230","null","629","256","null","null","387","null","247","null","260","195","null","null","0","31","null","null","52","null","51","null","36","null","55","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US04023","Santa Cruz County, Arizona","297","null","150","null","46","null","52","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","23","37","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","4","8","null","null","14","null","23","null","0","null","28","null","46","null","61","null","26","23","null","null","42","null","54","null","32","38","null","null","8","14","null","null","0","null","28","null","30","null","33","null","13","null","20","null","0","28","null","null","13","21","null","null",
"0500000US04025","Yavapai County, Arizona","1354","null","357","null","42","null","67","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","29","29","null","null","60","null","96","null","0","null","31","null","0","31","null","null","106","105","null","null","0","31","null","null","10","null","15","null","17","null","27","null","42","null","42","null","225","151","null","null","258","null","175","null","169","127","null","null","83","82","null","null","261","null","151","null","4","null","6","null","48","null","58","null","0","31","null","null","0","31","null","null",
"0500000US04027","Yuma County, Arizona","1219","null","361","null","0","null","31","null","66","74","null","null","0","31","null","null","0","31","null","null","71","null","51","null","0","null","31","null","24","31","null","null","15","24","null","null","86","70","null","null","122","null","97","null","85","null","77","null","115","99","null","null","45","53","null","null","126","100","null","null","61","null","60","null","0","null","31","null","70","null","67","null","279","199","null","null","29","null","34","null","25","36","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US05001","Arkansas County, Arkansas","215","null","110","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","66","null","60","null","0","null","19","null","16","25","null","null","0","19","null","null","19","29","null","null","0","null","19","null","0","null","19","null","7","12","null","null","0","19","null","null","0","19","null","null","32","null","53","null","0","null","19","null","0","null","19","null","0","19","null","null","49","null","56","null","0","19","null","null","26","41","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05003","Ashley County, Arkansas","133","null","95","null","0","null","23","null","0","23","null","null","0","23","null","null","0","23","null","null","46","null","71","null","0","null","23","null","20","31","null","null","0","23","null","null","43","35","null","null","0","null","23","null","0","null","23","null","24","39","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","null","23","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05005","Baxter County, Arkansas","243","null","115","null","0","null","26","null","0","26","null","null","0","26","null","null","12","18","null","null","6","null","10","null","0","null","26","null","14","15","null","null","24","25","null","null","3","6","null","null","7","null","11","null","0","null","26","null","0","26","null","null","24","38","null","null","3","5","null","null","18","null","21","null","0","null","26","null","38","null","60","null","0","26","null","null","0","null","26","null","5","9","null","null","89","86","null","null","0","null","26","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null",
"0500000US05007","Benton County, Arkansas","1391","null","357","null","0","null","29","null","0","29","null","null","0","29","null","null","0","29","null","null","34","null","47","null","8","null","13","null","0","29","null","null","40","47","null","null","0","29","null","null","58","null","70","null","4","null","6","null","21","34","null","null","0","29","null","null","163","134","null","null","151","null","116","null","28","null","34","null","276","null","148","null","77","88","null","null","154","null","124","null","96","88","null","null","103","82","null","null","86","null","62","null","80","null","81","null","0","null","29","null","0","29","null","null","12","19","null","null",
"0500000US05009","Boone County, Arkansas","323","null","141","null","43","null","61","null","0","26","null","null","0","26","null","null","0","26","null","null","0","null","26","null","16","null","21","null","0","26","null","null","0","26","null","null","25","39","null","null","0","null","26","null","0","null","26","null","0","26","null","null","75","83","null","null","0","26","null","null","0","null","26","null","0","null","26","null","85","null","81","null","44","42","null","null","20","null","30","null","15","25","null","null","0","26","null","null","0","null","26","null","0","null","26","null","0","null","26","null","0","26","null","null","0","26","null","null",
"0500000US05011","Bradley County, Arkansas","55","null","55","null","0","null","19","null","0","19","null","null","0","19","null","null","3","5","null","null","0","null","19","null","3","null","6","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","27","44","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","22","34","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05013","Calhoun County, Arkansas","28","null","28","null","0","null","17","null","2","3","null","null","0","17","null","null","0","17","null","null","0","null","17","null","11","null","17","null","0","17","null","null","0","17","null","null","4","7","null","null","0","null","17","null","0","null","17","null","0","17","null","null","11","18","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"0500000US05015","Carroll County, Arkansas","317","null","155","null","39","null","59","null","0","23","null","null","0","23","null","null","0","23","null","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null","42","56","null","null","0","null","23","null","0","null","23","null","0","23","null","null","139","98","null","null","0","23","null","null","13","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","16","null","25","null","0","23","null","null","68","76","null","null","0","null","23","null","0","null","23","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05017","Chicot County, Arkansas","126","null","74","null","12","null","19","null","0","19","null","null","0","19","null","null","32","38","null","null","0","null","19","null","39","null","46","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","14","22","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","22","null","35","null","7","11","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US05019","Clark County, Arkansas","226","null","134","null","28","null","43","null","0","23","null","null","0","23","null","null","9","11","null","null","0","null","23","null","0","null","23","null","0","23","null","null","50","53","null","null","0","23","null","null","0","null","23","null","0","null","23","null","14","22","null","null","0","23","null","null","52","80","null","null","0","null","23","null","57","null","61","null","0","null","23","null","0","23","null","null","12","null","20","null","0","23","null","null","0","23","null","null","0","null","23","null","4","null","7","null","0","null","23","null","0","23","null","null","0","23","null","null",
"0500000US05021","Clay County, Arkansas","130","null","71","null","22","null","24","null","0","19","null","null","0","19","null","null","22","24","null","null","0","null","19","null","31","null","41","null","25","38","null","null","0","19","null","null","13","20","null","null","0","null","19","null","0","null","19","null","8","11","null","null","0","19","null","null","5","8","null","null","4","null","6","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
