"GEO_ID","NAME","B25085_001E","B25085_001EA","B25085_001M","B25085_001MA","B25085_002E","B25085_002EA","B25085_002M","B25085_002MA","B25085_003E","B25085_003M","B25085_003MA","B25085_003EA","B25085_004E","B25085_004M","B25085_004MA","B25085_004EA","B25085_005E","B25085_005M","B25085_005MA","B25085_005EA","B25085_006E","B25085_006EA","B25085_006M","B25085_006MA","B25085_007E","B25085_007EA","B25085_007M","B25085_007MA","B25085_008E","B25085_008M","B25085_008MA","B25085_008EA","B25085_009E","B25085_009M","B25085_009MA","B25085_009EA","B25085_010E","B25085_010M","B25085_010MA","B25085_010EA","B25085_011E","B25085_011EA","B25085_011M","B25085_011MA","B25085_012E","B25085_012EA","B25085_012M","B25085_012MA","B25085_013E","B25085_013M","B25085_013MA","B25085_013EA","B25085_014E","B25085_014M","B25085_014MA","B25085_014EA","B25085_015E","B25085_015M","B25085_015MA","B25085_015EA","B25085_016E","B25085_016EA","B25085_016M","B25085_016MA","B25085_017E","B25085_017EA","B25085_017M","B25085_017MA","B25085_018E","B25085_018EA","B25085_018M","B25085_018MA","B25085_019E","B25085_019M","B25085_019MA","B25085_019EA","B25085_020E","B25085_020EA","B25085_020M","B25085_020MA","B25085_021E","B25085_021M","B25085_021MA","B25085_021EA","B25085_022E","B25085_022M","B25085_022MA","B25085_022EA","B25085_023E","B25085_023EA","B25085_023M","B25085_023MA","B25085_024E","B25085_024EA","B25085_024M","B25085_024MA","B25085_025E","B25085_025EA","B25085_025M","B25085_025MA","B25085_026E","B25085_026M","B25085_026MA","B25085_026EA","B25085_027E","B25085_027M","B25085_027MA","B25085_027EA",
"0500000US37083","Halifax County, North Carolina","186","null","103","null","2","null","3","null","33","42","null","null","0","31","null","null","0","31","null","null","9","null","13","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","10","null","11","null","51","null","54","null","0","31","null","null","6","9","null","null","21","34","null","null","48","null","67","null","0","null","31","null","6","null","10","null","0","31","null","null","0","null","31","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37085","Harnett County, North Carolina","741","null","257","null","52","null","59","null","22","34","null","null","0","31","null","null","0","31","null","null","0","null","31","null","15","null","18","null","0","31","null","null","31","49","null","null","57","78","null","null","0","null","31","null","19","null","23","null","18","21","null","null","32","27","null","null","8","13","null","null","226","null","139","null","57","null","64","null","39","null","61","null","143","121","null","null","22","null","21","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37087","Haywood County, North Carolina","387","null","134","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","9","16","null","null","0","31","null","null","0","null","31","null","0","null","31","null","12","18","null","null","0","31","null","null","42","66","null","null","23","null","38","null","35","null","39","null","29","null","47","null","47","49","null","null","96","null","85","null","27","41","null","null","14","16","null","null","0","null","31","null","29","null","32","null","24","null","37","null","0","31","null","null","0","31","null","null",
"0500000US37089","Henderson County, North Carolina","702","null","259","null","56","null","62","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","24","39","null","null","0","31","null","null","25","39","null","null","0","null","31","null","23","null","37","null","0","31","null","null","12","25","null","null","23","38","null","null","124","null","112","null","70","null","72","null","31","null","33","null","61","64","null","null","108","null","89","null","52","67","null","null","34","42","null","null","17","null","26","null","42","null","44","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37091","Hertford County, North Carolina","134","null","90","null","0","null","25","null","0","25","null","null","3","6","null","null","0","25","null","null","4","null","6","null","53","null","79","null","0","25","null","null","0","25","null","null","13","13","null","null","24","null","30","null","4","null","6","null","4","7","null","null","6","9","null","null","0","25","null","null","6","null","8","null","8","null","8","null","0","null","25","null","0","25","null","null","9","null","8","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","25","null","null",
"0500000US37093","Hoke County, North Carolina","543","null","152","null","43","null","48","null","9","15","null","null","0","31","null","null","0","31","null","null","7","null","13","null","0","null","31","null","0","31","null","null","15","17","null","null","0","31","null","null","0","null","31","null","0","null","31","null","17","28","null","null","9","14","null","null","103","54","null","null","71","null","52","null","117","null","105","null","106","null","63","null","46","49","null","null","0","null","31","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37095","Hyde County, North Carolina","52","null","64","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","22","39","null","null","0","null","19","null","30","48","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null",
"0500000US37097","Iredell County, North Carolina","1254","null","257","null","0","null","31","null","0","31","null","null","0","31","null","null","30","34","null","null","0","null","31","null","63","null","66","null","25","40","null","null","30","32","null","null","27","31","null","null","95","null","77","null","26","null","29","null","19","22","null","null","37","51","null","null","146","104","null","null","64","null","58","null","95","null","87","null","153","null","104","null","7","12","null","null","75","null","71","null","0","31","null","null","70","58","null","null","64","null","54","null","106","null","84","null","73","null","90","null","0","31","null","null","49","53","null","null",
"0500000US37099","Jackson County, North Carolina","365","null","155","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","15","null","23","null","0","null","28","null","0","null","28","null","81","74","null","null","88","null","95","null","112","75","null","null","6","9","null","null","5","null","7","null","7","null","12","null","51","null","56","null","0","28","null","null","0","28","null","null",
"0500000US37101","Johnston County, North Carolina","703","null","262","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","24","null","36","null","62","91","null","null","0","31","null","null","0","31","null","null","149","null","117","null","0","null","31","null","22","24","null","null","0","31","null","null","0","31","null","null","28","null","33","null","31","null","40","null","35","null","55","null","174","135","null","null","152","null","111","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","26","null","40","null","0","31","null","null","0","31","null","null",
"0500000US37103","Jones County, North Carolina","28","null","23","null","0","null","19","null","0","19","null","null","0","19","null","null","2","4","null","null","4","null","6","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","3","5","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","4","6","null","null","0","null","19","null","0","19","null","null","0","19","null","null","12","null","19","null","0","null","19","null","3","null","5","null","0","19","null","null","0","19","null","null",
"0500000US37105","Lee County, North Carolina","371","null","180","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","18","29","null","null","0","31","null","null","86","99","null","null","23","null","36","null","104","null","93","null","54","null","53","null","25","48","null","null","0","null","31","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","61","null","95","null","0","31","null","null","0","31","null","null",
"0500000US37107","Lenoir County, North Carolina","436","null","223","null","37","null","57","null","0","31","null","null","7","16","null","null","0","31","null","null","38","null","40","null","0","null","31","null","16","26","null","null","0","31","null","null","105","114","null","null","42","null","65","null","9","null","15","null","25","40","null","null","65","77","null","null","7","11","null","null","0","null","31","null","5","null","9","null","0","null","31","null","24","46","null","null","26","null","31","null","14","23","null","null","0","31","null","null","0","null","31","null","0","null","31","null","16","null","40","null","0","31","null","null","0","31","null","null",
"0500000US37109","Lincoln County, North Carolina","340","null","160","null","46","null","69","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","21","33","null","null","9","22","null","null","0","31","null","null","0","null","31","null","35","null","56","null","0","31","null","null","54","59","null","null","0","31","null","null","11","null","17","null","0","null","31","null","0","null","31","null","36","42","null","null","27","null","32","null","13","21","null","null","0","31","null","null","30","null","46","null","27","null","42","null","31","null","49","null","0","31","null","null","0","31","null","null",
"0500000US37111","McDowell County, North Carolina","303","null","132","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","9","15","null","null","35","56","null","null","0","28","null","null","0","null","28","null","0","null","28","null","18","37","null","null","19","29","null","null","46","72","null","null","8","null","11","null","54","null","67","null","67","null","78","null","47","65","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37113","Macon County, North Carolina","440","null","152","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","148","101","null","null","0","28","null","null","40","null","64","null","52","null","60","null","0","null","28","null","8","12","null","null","12","null","15","null","94","75","null","null","28","28","null","null","0","null","28","null","0","null","28","null","16","null","24","null","26","23","null","null","16","24","null","null",
"0500000US37115","Madison County, North Carolina","299","null","141","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","12","15","null","null","0","25","null","null","40","59","null","null","0","null","25","null","0","null","25","null","0","25","null","null","6","10","null","null","33","36","null","null","30","null","34","null","0","null","25","null","20","null","25","null","0","25","null","null","142","null","112","null","0","25","null","null","9","16","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","7","11","null","null",
"0500000US37117","Martin County, North Carolina","135","null","83","null","9","null","11","null","0","25","null","null","0","25","null","null","0","25","null","null","6","null","10","null","0","null","25","null","0","25","null","null","13","16","null","null","0","25","null","null","29","null","42","null","0","null","25","null","5","6","null","null","8","13","null","null","25","35","null","null","0","null","25","null","0","null","25","null","0","null","25","null","0","25","null","null","0","null","25","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","40","null","60","null","0","25","null","null","0","25","null","null",
"0500000US37119","Mecklenburg County, North Carolina","4147","null","637","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","8","null","14","null","0","null","31","null","0","31","null","null","19","32","null","null","76","82","null","null","0","null","31","null","19","null","31","null","217","139","null","null","173","97","null","null","186","133","null","null","378","null","176","null","347","null","136","null","344","null","153","null","668","260","null","null","446","null","222","null","408","205","null","null","394","190","null","null","247","null","117","null","89","null","69","null","52","null","38","null","34","39","null","null","42","44","null","null",
"0500000US37121","Mitchell County, North Carolina","157","null","89","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","12","14","null","null","0","null","21","null","0","null","21","null","79","null","62","null","0","21","null","null","9","null","17","null","7","12","null","null","0","21","null","null","50","null","57","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37123","Montgomery County, North Carolina","392","null","169","null","0","null","25","null","31","50","null","null","0","25","null","null","0","25","null","null","0","null","25","null","0","null","25","null","0","25","null","null","18","22","null","null","0","25","null","null","0","null","25","null","14","null","23","null","16","26","null","null","0","25","null","null","13","19","null","null","0","null","25","null","0","null","25","null","0","null","25","null","35","45","null","null","29","null","47","null","38","48","null","null","0","25","null","null","60","null","67","null","48","null","57","null","90","null","83","null","0","25","null","null","0","25","null","null",
"0500000US37125","Moore County, North Carolina","929","null","257","null","7","null","11","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","9","15","null","null","19","29","null","null","54","82","null","null","5","null","8","null","0","null","31","null","0","31","null","null","30","49","null","null","70","65","null","null","89","null","89","null","31","null","49","null","69","null","78","null","115","120","null","null","185","null","144","null","127","90","null","null","79","91","null","null","0","null","31","null","0","null","31","null","33","null","55","null","7","11","null","null","0","31","null","null",
"0500000US37127","Nash County, North Carolina","590","null","215","null","6","null","10","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","46","null","72","null","0","31","null","null","52","57","null","null","18","18","null","null","96","null","65","null","0","null","31","null","35","56","null","null","52","82","null","null","92","87","null","null","108","null","70","null","42","null","49","null","0","null","31","null","0","31","null","null","43","null","55","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37129","New Hanover County, North Carolina","2232","null","450","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","39","null","62","null","13","null","21","null","73","98","null","null","36","58","null","null","65","60","null","null","29","null","32","null","0","null","31","null","0","31","null","null","0","31","null","null","190","125","null","null","92","null","77","null","388","null","205","null","180","null","115","null","194","187","null","null","164","null","111","null","291","185","null","null","120","89","null","null","172","null","133","null","32","null","35","null","14","null","15","null","59","80","null","null","81","77","null","null",
"0500000US37131","Northampton County, North Carolina","160","null","81","null","0","null","21","null","0","21","null","null","0","21","null","null","7","11","null","null","0","null","21","null","0","null","21","null","6","10","null","null","0","21","null","null","17","18","null","null","0","null","21","null","8","null","13","null","35","43","null","null","0","21","null","null","49","52","null","null","26","null","41","null","0","null","21","null","0","null","21","null","0","21","null","null","0","null","21","null","12","19","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37133","Onslow County, North Carolina","790","null","247","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","15","null","23","null","0","null","31","null","7","13","null","null","0","31","null","null","38","64","null","null","0","null","31","null","52","null","71","null","20","33","null","null","0","31","null","null","186","145","null","null","103","null","91","null","122","null","88","null","101","null","78","null","33","40","null","null","11","null","19","null","8","14","null","null","16","18","null","null","35","null","55","null","43","null","32","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37135","Orange County, North Carolina","627","null","187","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","41","null","62","null","0","null","31","null","5","7","null","null","5","8","null","null","5","9","null","null","0","null","31","null","5","null","8","null","0","null","31","null","103","90","null","null","95","null","83","null","99","86","null","null","101","89","null","null","107","null","92","null","17","null","28","null","0","null","31","null","26","39","null","null","18","29","null","null",
"0500000US37137","Pamlico County, North Carolina","116","null","64","null","0","null","21","null","0","21","null","null","28","43","null","null","0","21","null","null","4","null","7","null","0","null","21","null","0","21","null","null","0","21","null","null","10","13","null","null","0","null","21","null","16","null","17","null","0","21","null","null","0","21","null","null","11","12","null","null","13","null","14","null","0","null","21","null","0","null","21","null","7","11","null","null","18","null","24","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","9","14","null","null",
"0500000US37139","Pasquotank County, North Carolina","184","null","120","null","0","null","28","null","0","28","null","null","0","28","null","null","42","43","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","31","50","null","null","0","28","null","null","8","12","null","null","0","null","28","null","0","null","28","null","0","null","28","null","103","99","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37141","Pender County, North Carolina","396","null","160","null","0","null","31","null","0","31","null","null","33","51","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","64","54","null","null","0","null","31","null","13","null","18","null","0","31","null","null","24","38","null","null","0","31","null","null","42","null","54","null","63","null","67","null","15","null","20","null","5","8","null","null","13","null","21","null","97","95","null","null","4","6","null","null","12","null","11","null","2","null","5","null","0","null","31","null","9","10","null","null","0","31","null","null",
"0500000US37143","Perquimans County, North Carolina","52","null","49","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","5","8","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","15","null","24","null","0","21","null","null","0","null","21","null","0","21","null","null","32","42","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37145","Person County, North Carolina","172","null","113","null","2","null","3","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","2","3","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","79","84","null","null","0","null","28","null","22","null","36","null","42","null","67","null","0","28","null","null","0","null","28","null","21","35","null","null","4","6","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37147","Pitt County, North Carolina","691","null","224","null","0","null","31","null","0","31","null","null","0","31","null","null","56","60","null","null","0","null","31","null","8","null","13","null","33","55","null","null","27","37","null","null","0","31","null","null","0","null","31","null","41","null","55","null","0","31","null","null","91","101","null","null","19","29","null","null","46","null","57","null","157","null","132","null","0","null","31","null","89","98","null","null","65","null","72","null","21","33","null","null","11","18","null","null","27","null","32","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37149","Polk County, North Carolina","463","null","156","null","0","null","25","null","0","25","null","null","0","25","null","null","0","25","null","null","0","null","25","null","20","null","33","null","14","23","null","null","0","25","null","null","10","16","null","null","7","null","11","null","0","null","25","null","12","20","null","null","0","25","null","null","9","14","null","null","0","null","25","null","30","null","48","null","24","null","38","null","49","46","null","null","145","null","105","null","10","16","null","null","19","31","null","null","33","null","31","null","0","null","25","null","24","null","38","null","0","25","null","null","57","60","null","null",
"0500000US37151","Randolph County, North Carolina","688","null","202","null","0","null","31","null","25","40","null","null","34","54","null","null","0","31","null","null","0","null","31","null","0","null","31","null","44","70","null","null","0","31","null","null","12","18","null","null","15","null","20","null","0","null","31","null","33","54","null","null","0","31","null","null","79","82","null","null","65","null","75","null","80","null","73","null","32","null","37","null","87","94","null","null","62","null","78","null","30","45","null","null","62","79","null","null","0","null","31","null","0","null","31","null","28","null","43","null","0","31","null","null","0","31","null","null",
"0500000US37153","Richmond County, North Carolina","145","null","110","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","12","22","null","null","0","28","null","null","27","null","43","null","0","null","28","null","52","84","null","null","24","38","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","null","28","null","0","28","null","null","0","28","null","null","30","null","47","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37155","Robeson County, North Carolina","627","null","133","null","43","null","30","null","15","16","null","null","58","36","null","null","50","42","null","null","34","null","39","null","16","null","16","null","14","16","null","null","80","34","null","null","22","27","null","null","86","null","53","null","38","null","34","null","50","38","null","null","30","26","null","null","12","13","null","null","4","null","7","null","37","null","31","null","5","null","7","null","11","11","null","null","22","null","20","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37157","Rockingham County, North Carolina","445","null","166","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","19","31","null","null","92","88","null","null","50","61","null","null","42","null","60","null","0","null","31","null","0","31","null","null","14","22","null","null","91","95","null","null","25","null","40","null","53","null","80","null","3","null","5","null","8","13","null","null","21","null","33","null","27","41","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37159","Rowan County, North Carolina","920","null","248","null","0","null","31","null","0","31","null","null","10","16","null","null","0","31","null","null","0","null","31","null","7","null","11","null","71","71","null","null","33","45","null","null","69","78","null","null","0","null","31","null","60","null","70","null","50","61","null","null","3","5","null","null","143","108","null","null","130","null","85","null","51","null","65","null","0","null","31","null","11","18","null","null","71","null","78","null","93","73","null","null","33","36","null","null","54","null","53","null","0","null","31","null","31","null","48","null","0","31","null","null","0","31","null","null",
"0500000US37161","Rutherford County, North Carolina","426","null","144","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","27","null","43","null","0","31","null","null","0","31","null","null","55","59","null","null","0","null","31","null","41","null","61","null","5","8","null","null","0","31","null","null","61","69","null","null","2","null","4","null","118","null","82","null","0","null","31","null","0","31","null","null","7","null","12","null","72","58","null","null","38","46","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37163","Sampson County, North Carolina","1368","null","356","null","274","null","180","null","45","70","null","null","0","31","null","null","0","31","null","null","68","null","73","null","0","null","31","null","0","31","null","null","32","34","null","null","0","31","null","null","0","null","31","null","232","null","147","null","33","26","null","null","83","82","null","null","23","22","null","null","31","null","28","null","252","null","162","null","0","null","31","null","3","6","null","null","206","null","86","null","39","58","null","null","47","75","null","null","0","null","31","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37165","Scotland County, North Carolina","99","null","45","null","7","null","11","null","0","28","null","null","0","28","null","null","21","19","null","null","0","null","28","null","1","null","2","null","0","28","null","null","13","20","null","null","7","13","null","null","8","null","9","null","24","null","22","null","0","28","null","null","0","28","null","null","2","3","null","null","10","null","15","null","0","null","28","null","6","null","11","null","0","28","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37167","Stanly County, North Carolina","461","null","166","null","29","null","36","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","24","null","23","null","0","31","null","null","11","19","null","null","0","31","null","null","31","null","37","null","0","null","31","null","50","56","null","null","8","14","null","null","40","39","null","null","26","null","36","null","57","null","62","null","22","null","29","null","66","85","null","null","52","null","46","null","0","31","null","null","0","31","null","null","45","null","67","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37169","Stokes County, North Carolina","312","null","198","null","18","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","23","37","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","20","31","null","null","20","34","null","null","108","null","93","null","80","null","116","null","0","null","28","null","0","28","null","null","0","null","28","null","0","28","null","null","0","28","null","null","43","null","66","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37171","Surry County, North Carolina","604","null","195","null","21","null","34","null","0","31","null","null","24","27","null","null","0","31","null","null","21","null","34","null","0","null","31","null","0","31","null","null","15","24","null","null","0","31","null","null","68","null","60","null","103","null","96","null","28","31","null","null","5","11","null","null","25","41","null","null","0","null","31","null","30","null","47","null","63","null","57","null","27","33","null","null","81","null","67","null","7","12","null","null","17","27","null","null","69","null","66","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null",
"0500000US37173","Swain County, North Carolina","65","null","55","null","0","null","21","null","6","11","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","13","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","10","16","null","null","36","null","48","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37175","Transylvania County, North Carolina","232","null","114","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","6","10","null","null","18","null","25","null","0","null","28","null","0","28","null","null","7","11","null","null","11","18","null","null","0","null","28","null","12","null","18","null","21","null","35","null","43","69","null","null","30","null","41","null","42","67","null","null","11","17","null","null","23","null","37","null","0","null","28","null","0","null","28","null","0","28","null","null","8","12","null","null",
"0500000US37177","Tyrrell County, North Carolina","65","null","60","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","6","null","10","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","25","null","38","null","14","null","28","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","20","34","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"0500000US37179","Union County, North Carolina","821","null","299","null","83","null","82","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","23","38","null","null","0","31","null","null","0","null","31","null","49","null","56","null","0","31","null","null","22","36","null","null","0","31","null","null","24","null","38","null","20","null","20","null","0","null","31","null","52","53","null","null","75","null","62","null","200","121","null","null","36","52","null","null","56","null","52","null","126","null","108","null","55","null","87","null","0","31","null","null","0","31","null","null",
"0500000US37181","Vance County, North Carolina","99","null","97","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null","0","28","null","null","15","null","25","null","84","null","87","null","0","null","28","null","0","28","null","null","0","null","28","null","0","28","null","null","0","28","null","null","0","null","28","null","0","null","28","null","0","null","28","null","0","28","null","null","0","28","null","null",
"0500000US37183","Wake County, North Carolina","4169","null","818","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","41","51","null","null","0","31","null","null","3","null","7","null","44","null","71","null","0","31","null","null","62","71","null","null","81","67","null","null","136","null","95","null","130","null","89","null","376","null","158","null","496","213","null","null","575","null","275","null","779","264","null","null","515","300","null","null","526","null","232","null","271","null","148","null","59","null","55","null","75","94","null","null","0","31","null","null",
"0500000US37185","Warren County, North Carolina","274","null","158","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","41","null","51","null","26","null","41","null","0","21","null","null","0","21","null","null","49","77","null","null","28","null","30","null","0","null","21","null","0","null","21","null","0","21","null","null","13","null","20","null","92","90","null","null","0","21","null","null","25","null","28","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37187","Washington County, North Carolina","62","null","45","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","21","null","11","null","0","null","21","null","0","21","null","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","4","8","null","null","0","21","null","null","0","21","null","null","37","null","42","null","0","null","21","null","0","null","21","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","null","21","null","0","null","21","null","0","null","21","null","0","21","null","null","0","21","null","null",
"0500000US37189","Watauga County, North Carolina","673","null","198","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","0","31","null","null","0","31","null","null","0","31","null","null","0","null","31","null","45","null","71","null","0","31","null","null","4","6","null","null","4","6","null","null","33","null","55","null","4","null","7","null","23","null","35","null","110","89","null","null","89","null","62","null","153","98","null","null","63","56","null","null","78","null","76","null","50","null","68","null","9","null","15","null","0","31","null","null","8","12","null","null",
"0500000US37191","Wayne County, North Carolina","764","null","230","null","13","null","21","null","0","31","null","null","81","92","null","null","32","55","null","null","42","null","65","null","0","null","31","null","0","31","null","null","53","56","null","null","121","76","null","null","39","null","45","null","0","null","31","null","24","38","null","null","78","82","null","null","26","36","null","null","80","null","89","null","42","null","65","null","41","null","66","null","33","52","null","null","55","null","68","null","0","31","null","null","0","31","null","null","0","null","31","null","0","null","31","null","4","null","8","null","0","31","null","null","0","31","null","null",
