cfips,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35
04005,28.2,93.4,44.5
04007,34.6,96.0,31.3
04009,18.9,93.1,34.9
04011,29.7,94.0,6.6
04012,42.7,95.1,29.2
04013,10.8,95.5,38.7
04015,24.2,96.0,36.2
04017,39.7,91.4,35.0
04019,12.0,96.4,41.7
04021,18.9,95.9,40.4
04023,13.5,94.9,38.7
04025,15.8,97.7,43.2
04027,21.1,92.5,37.4
05001,20.9,98.5,36.5
05003,23.8,98.1,46.9
05005,19.5,98.0,32.4
05007,7.9,96.3,28.0
05009,11.7,98.0,27.0
05011,24.1,97.3,35.0
05013,36.8,98.8,42.0
05015,18.8,94.0,25.6
05017,24.9,97.8,43.4
05019,19.8,96.9,37.0
05021,19.8,98.0,37.2
05023,33.0,98.8,27.2
05025,22.1,98.4,25.0
05027,26.6,95.0,35.4
05029,15.5,97.3,36.4
05031,8.9,97.3,37.3
05033,10.7,96.9,35.8
05035,12.5,96.5,42.0
05037,16.4,97.4,33.3
05039,31.7,99.9,25.0
05041,17.7,97.8,33.2
05043,17.3,98.1,36.5
05045,10.6,97.9,42.9
05047,16.2,96.8,41.4
05049,27.3,95.2,36.1
05051,21.0,97.9,37.8
05053,14.3,97.8,32.6
05055,9.2,97.5,31.2
05057,23.2,97.1,40.1
05059,13.2,97.3,36.5
05061,17.9,98.2,32.8
05063,13.3,97.0,31.7
05065,33.4,99.3,32.4
05067,19.2,98.5,37.7
05069,19.7,97.9,39.8
05071,15.7,95.9,38.7
05073,36.7,97.3,51.5
05075,19.3,98.3,27.1
05077,26.5,98.0,61.6
05079,23.5,96.9,29.2
05081,17.6,98.3,24.4
05083,17.2,97.0,26.6
05085,8.5,98.1,32.8
05087,17.2,97.1,31.0
05089,28.5,98.8,34.9
05091,16.1,95.6,43.2
05093,20.3,95.4,34.9
05095,24.6,95.4,29.5
05097,35.8,98.5,32.7
05099,26.2,98.9,41.2
05101,37.4,98.7,46.3
05103,26.2,96.5,36.4
05105,26.3,94.7,22.4
05107,26.7,98.9,43.8
05109,24.0,97.5,29.6
05111,13.4,96.9,37.1
05113,18.7,95.4,47.8
05115,14.1,98.1,37.7
05117,17.2,97.3,27.2
05119,14.3,97.9,39.0
05121,14.6,97.1,31.0
05123,14.6,97.2,41.5
05125,9.3,98.5,32.1
05127,25.3,96.2,49.6
05129,32.6,99.0,37.3
05131,9.9,96.7,33.6
05133,15.7,92.1,25.6
05135,24.6,97.0,38.3
05137,30.8,98.1,40.3
05139,21.5,95.9,43.5
05141,35.0,96.7,42.9
05143,6.7,96.1,34.7
05145,14.0,97.9,35.0
05147,24.4,98.0,37.5
05149,23.8,94.1,28.3
06001,5.1,92.1,40.3
06003,80.2,97.1,22.4
06005,20.6,97.4,44.5
06007,11.6,96.8,49.6
06009,39.5,97.8,49.6
06011,10.2,92.8,37.3
06013,4.6,94.9,43.5
06015,12.6,95.1,43.4
06017,21.4,97.5,42.5
06019,7.0,90.6,47.5
06021,8.4,95.6,40.7
06023,13.3,95.6,51.4
06025,22.3,89.3,44.8
06027,16.9,97.5,25.4
06029,9.3,90.8,45.8
06031,5.9,91.8,38.0
06033,26.4,96.6,45.3
06035,27.4,98.2,36.2
06037,6.4,88.7,48.1
06039,11.4,90.2,44.2
06041,6.8,95.3,42.2
06043,26.6,97.3,51.0
06045,16.0,94.9,47.4
06047,6.2,91.3,41.8
06049,31.2,97.0,41.2
06051,66.2,98.5,21.7
06053,10.3,86.2,44.5
06055,12.4,93.8,42.5
06057,24.3,97.9,51.1
06059,5.7,91.2,46.3
06061,13.0,97.9,42.8
06063,46.6,97.5,36.1
06065,13.8,93.1,49.0
06067,4.9,95.1,45.2
06069,4.4,92.3,37.4
06071,11.8,91.2,48.1
06073,7.3,93.2,46.5
06075,8.9,93.4,28.9
06077,6.0,92.6,44.7
06079,13.1,96.7,45.0
06081,5.1,92.1,40.3
06083,7.2,89.3,46.8
06085,4.8,91.8,37.1
06087,9.9,92.8,50.4
06089,9.5,96.4,44.0
06091,44.2,98.3,33.5
06093,20.2,96.9,43.4
06095,5.0,94.7,43.4
06097,8.8,94.8,44.7
06099,4.3,93.1,44.8
06101,5.1,93.2,40.4
06103,12.2,95.7,47.4
06105,33.4,97.6,49.3
06107,7.2,90.3,46.5
06109,28.7,96.8,44.1
06111,6.2,93.6,47.4
06113,4.7,94.6,45.0
06115,7.8,93.6,41.5
08001,3.9,94.6,43.9
08003,12.3,95.7,39.1
08005,4.3,97.2,42.1
08007,37.5,97.3,36.4
08009,26.4,98.1,27.0
08011,22.2,98.4,43.7
08013,6.4,98.3,47.7
08014,3.2,98.5,35.4
08015,25.6,98.0,42.3
08017,21.7,99.7,15.1
08019,24.1,99.2,37.0
08021,28.2,95.3,34.4
08023,38.6,95.6,47.5
08025,18.1,96.5,29.4
08027,49.8,97.4,45.0
08029,19.9,98.6,52.0
08031,6.3,96.8,38.2
08033,52.0,98.2,29.0
08035,3.3,98.8,33.3
08037,44.0,96.0,46.7
08039,3.5,98.4,26.4
08041,5.5,97.2,41.4
08043,13.5,98.3,39.9
08045,10.4,95.3,33.6
08047,26.2,98.9,39.0
08049,64.9,97.7,37.4
08051,44.7,97.9,40.1
08053,74.2,97.3,16.9
08055,38.7,99.6,42.5
08057,57.7,98.7,11.7
08059,3.6,98.6,42.0
08061,19.7,100.0,33.3
08063,15.8,98.8,26.4
08065,30.7,98.4,44.7
08067,21.7,97.8,41.5
08069,7.6,98.6,47.0
08071,22.2,98.6,41.8
08073,23.6,99.7,37.8
08075,7.9,96.4,37.9
08077,7.3,97.7,43.1
08079,72.5,99.5,45.2
08081,14.8,96.9,33.7
08083,13.6,97.1,33.9
08085,10.0,97.6,40.5
08087,7.3,95.8,33.9
08089,14.2,98.0,38.1
08091,32.1,99.1,44.1
08093,52.4,99.2,52.2
08095,12.9,95.3,20.1
08097,46.7,97.7,33.9
08099,18.3,97.0,35.2
08101,9.7,97.4,44.6
08103,32.1,98.4,25.6
08105,29.1,96.6,32.1
08107,42.9,97.4,35.4
08109,31.1,95.9,41.4
08111,61.5,97.9,11.1
08113,48.4,97.0,43.7
08115,18.8,97.3,44.1
08117,65.9,92.9,33.8
08119,22.7,98.0,39.8
08121,12.1,97.1,23.2
08123,4.1,97.1,38.9
08125,11.6,95.8,30.6
09001,8.7,97.4,45.8
09003,7.7,98.2,41.0
09005,16.0,98.9,41.2
09007,12.3,99.1,39.6
09009,9.9,98.1,43.8
09011,12.6,98.7,37.9
09013,6.7,98.8,41.4
09015,9.6,98.6,36.1
10001,8.3,97.8,45.0
10003,7.8,98.6,38.3
10005,33.6,97.6,40.1
11001,9.8,96.4,37.2
12001,16.5,98.3,52.0
12003,13.0,97.7,27.0
12005,30.7,98.0,40.2
12007,17.5,97.1,36.3
12009,17.2,98.5,43.1
12011,16.2,95.9,51.6
12013,25.2,97.8,37.4
12015,26.4,98.3,49.4
12017,20.0,98.5,45.4
12019,7.9,98.2,40.5
12021,33.3,95.9,45.7
12023,13.4,96.5,35.4
12027,20.5,94.7,46.2
12029,31.2,94.3,34.8
12031,11.9,97.6,39.3
12033,15.0,98.6,39.0
12035,18.6,98.7,47.1
12037,49.1,97.1,32.6
12039,15.5,96.7,35.7
12041,14.4,97.6,35.2
12043,33.4,96.9,34.2
12045,39.8,98.5,35.2
12047,24.8,96.1,35.7
12049,19.5,92.5,38.0
12051,15.4,92.0,41.1
12053,13.3,98.5,45.1
12055,25.2,97.2,45.3
12057,9.4,96.9,42.5
12059,18.6,97.2,44.8
12061,26.8,98.6,45.8
12063,18.7,96.9,38.3
12065,14.5,98.9,40.8
12067,31.9,95.0,38.5
12069,14.5,98.1,44.5
12071,30.0,97.6,44.2
12073,12.6,98.0,49.4
12075,20.5,97.5,42.0
12077,32.1,98.6,24.6
12079,21.5,97.3,34.7
12081,23.9,97.8,43.2
12083,17.6,97.8,40.6
12085,19.5,98.2,44.2
12086,13.7,93.7,54.9
12087,40.1,95.7,47.7
12089,16.3,98.8,38.8
12091,19.7,98.1,38.7
12093,25.6,95.0,39.4
12095,13.9,96.7,46.3
12097,31.0,96.8,51.9
12099,19.3,96.9,49.9
12101,16.1,98.4,43.4
12103,20.0,98.1,43.9
12105,20.4,96.6,40.9
12107,22.6,97.8,44.4
12109,17.2,99.1,42.7
12111,19.0,97.6,47.1
12113,11.4,98.3,36.9
12115,24.1,98.6,43.7
12117,8.7,97.7,41.4
12119,20.6,99.3,53.9
12121,23.3,96.4,27.9
12123,33.4,96.5,34.3
12125,14.1,97.3,25.6
12127,17.0,98.8,48.4
12129,16.9,96.9,36.6
12131,47.3,97.1,44.2
12133,19.2,97.7,40.4
13001,22.3,97.5,33.8
13003,18.0,96.7,31.1
13005,19.2,97.3,32.9
13007,25.9,96.6,29.6
13009,21.4,98.9,49.2
13011,12.9,97.2,43.1
13013,7.5,98.0,36.4
13015,8.4,97.3,36.6
13017,19.5,99.8,36.1
13019,16.3,98.7,33.3
13021,17.1,98.1,46.7
13023,21.5,98.7,30.6
13025,16.5,97.3,38.3
13027,18.7,97.4,42.6
13029,8.7,99.0,45.7
13031,12.1,98.0,43.8
13033,18.6,96.5,40.3
13035,12.2,97.6,39.3
13037,27.6,98.3,28.2
13039,12.3,97.8,37.8
13043,15.9,93.2,52.0
13045,7.6,97.9,34.9
13047,9.4,98.5,32.6
13049,18.8,99.0,39.2
13051,13.3,98.3,41.3
13053,23.1,96.4,37.3
13055,15.7,92.8,26.4
13057,4.4,98.3,36.8
13059,7.7,97.8,50.5
13061,40.1,98.5,46.1
13063,10.7,96.4,42.4
13065,17.9,93.2,30.1
13067,6.6,98.1,36.1
13069,16.5,97.7,34.0
13071,16.9,96.8,42.6
13073,17.7,99.3,31.0
13075,16.2,97.6,36.7
13077,4.7,98.1,38.5
13079,15.9,98.8,25.3
13081,20.5,97.4,48.2
13083,15.0,97.7,31.2
13085,21.1,98.0,30.2
13087,17.5,93.4,33.5
13089,9.4,97.7,42.9
13091,22.5,97.0,31.6
13093,19.8,97.7,36.2
13095,16.1,97.6,42.0
13097,6.6,97.9,36.6
13099,18.2,93.6,38.9
13101,16.6,97.2,41.5
13103,6.9,98.5,36.9
13105,21.5,97.9,37.5
13107,15.6,97.8,34.7
13109,15.4,95.4,35.0
13111,39.6,98.8,25.5
13113,5.3,99.2,32.6
13115,12.1,97.0,40.1
13117,5.2,98.9,35.0
13119,20.6,99.0,35.7
13121,13.0,98.1,39.4
13123,29.8,97.5,34.4
13125,27.4,94.9,38.3
13127,20.9,97.8,38.3
13129,9.1,96.7,37.3
13131,15.9,97.1,48.9
13133,26.9,99.3,41.5
13135,5.1,97.2,42.3
13137,17.9,97.7,30.9
13139,12.0,94.3,38.0
13141,44.8,99.6,53.5
13143,9.7,98.2,34.3
13145,14.2,98.9,30.3
13147,25.2,98.2,44.3
13149,13.4,98.0,30.9
13151,6.7,99.0,37.4
13153,9.5,97.1,35.7
13155,18.1,98.4,30.8
13157,8.8,98.3,35.2
13159,19.8,97.8,37.4
13161,19.0,94.8,27.3
13163,22.2,96.5,42.1
13165,28.6,97.4,47.5
13167,17.6,96.4,48.0
13169,9.6,98.7,46.9
13171,14.5,99.7,49.7
13173,16.0,99.7,47.7
13175,20.5,97.4,40.3
13177,8.7,98.6,32.9
13179,16.8,97.1,39.3
13181,28.9,98.5,38.3
13183,16.9,97.9,42.6
13185,13.4,97.9,41.0
13187,15.0,98.7,47.7
13189,12.8,98.4,46.1
13191,36.8,99.6,44.2
13193,23.1,98.5,39.0
13195,10.5,97.0,33.5
13197,18.9,98.4,28.3
13199,19.5,98.5,44.2
13201,15.6,92.1,40.4
13205,11.9,97.2,36.1
13207,12.3,98.8,39.6
13209,22.0,98.2,36.9
13211,10.5,98.5,29.0
13213,10.7,96.7,26.2
13215,14.1,97.9,43.0
13217,5.8,98.1,45.9
13219,5.6,98.7,37.9
13221,15.2,99.5,31.6
13223,5.9,98.4,38.9
13225,13.0,98.3,42.6
13227,15.1,97.5,32.9
13229,13.7,98.4,43.8
13231,12.1,98.9,25.4
13233,11.7,97.1,40.9
13235,18.1,98.6,40.7
13237,32.0,98.7,42.1
13239,57.0,95.0,50.3
13241,47.3,97.5,47.1
13243,30.8,96.9,32.5
13245,19.4,98.4,48.1
13247,7.7,97.5,40.0
13249,15.5,98.3,46.0
13251,24.9,96.2,40.2
13253,30.4,94.7,36.3
13255,11.2,98.2,39.3
13257,24.4,97.8,42.2
13259,22.6,97.6,40.9
13261,17.1,96.4,42.7
13263,18.0,97.6,30.9
13265,41.9,98.8,35.5
13267,17.8,94.6,24.9
13269,24.6,98.8,50.8
13271,35.9,97.9,39.7
13273,18.4,96.0,49.3
13275,15.1,97.5,48.7
13277,9.6,98.6,35.0
13279,17.9,96.1,38.3
13281,40.5,99.1,39.3
13283,22.3,98.2,28.8
13285,12.6,97.6,45.5
13287,19.5,98.7,40.9
13289,28.4,99.0,34.9
13291,33.5,99.1,44.8
13293,16.5,99.2,40.9
13295,14.4,97.6,37.9
13297,6.3,98.4,47.7
13299,17.3,98.8,41.1
13301,24.6,98.8,40.6
13303,19.6,96.7,36.4
13305,15.4,96.9,25.8
13307,23.0,99.3,43.4
13309,29.3,96.9,49.5
13311,28.0,98.7,39.7
13313,11.0,93.6,28.4
13315,26.9,97.8,37.6
13317,23.0,99.0,45.4
13319,29.0,97.3,49.1
13321,14.3,99.3,43.6
15001,20.9,92.8,42.8
15003,10.8,90.7,47.3
15005,58.5,100.0,5.9
15007,26.9,91.7,36.0
15009,25.5,89.7,40.1
16001,4.5,98.4,39.0
16003,34.7,97.6,28.0
16005,9.1,97.9,37.5
16007,41.1,97.6,31.9
16009,27.8,95.9,30.8
16011,10.5,96.6,25.1
16013,48.2,97.5,39.0
16015,42.3,97.7,29.0
16017,30.2,97.6,40.7
16019,7.4,97.0,38.3
16021,15.0,96.5,20.2
16023,24.9,98.8,18.9
16025,50.9,98.7,25.7
16027,4.5,95.9,36.1
16029,22.9,97.0,31.7
16031,11.8,95.6,24.2
16033,48.4,94.1,36.1
16035,23.1,98.5,35.2
16037,45.9,98.3,36.9
16039,15.1,97.6,34.0
16041,9.1,97.4,37.0
16043,51.6,95.6,29.6
16045,9.1,97.1,30.2
16047,12.2,95.3,25.7
16049,27.0,96.1,32.8
16051,6.2,96.2,19.4
16053,6.0,96.3,34.0
16055,12.1,98.1,38.7
16057,9.1,98.2,41.6
16059,26.6,96.8,31.5
16061,15.5,97.8,32.5
16063,13.8,94.8,23.6
16065,22.6,90.4,63.1
16067,11.6,97.0,30.3
16069,8.1,97.9,39.6
16071,19.2,97.7,38.9
16073,12.1,94.7,29.2
16075,6.1,93.9,29.2
16077,12.7,97.7,7.0
16079,23.3,98.1,35.1
16081,36.4,97.8,21.5
16083,6.4,97.7,37.7
16085,68.7,99.2,62.8
16087,13.1,97.8,47.6
17001,10.2,98.4,34.3
17003,45.8,98.6,22.2
17005,13.0,95.4,39.6
17007,7.4,97.2,29.9
17009,16.1,97.4,15.4
17011,12.7,98.6,29.8
17013,42.1,99.3,41.4
17015,23.2,99.4,29.3
17017,13.4,98.2,26.2
17019,11.1,95.0,44.0
17021,11.0,99.1,33.6
17023,14.0,98.6,29.6
17025,11.6,96.5,23.0
17027,9.6,98.4,31.7
17029,10.9,98.7,40.4
17031,10.1,96.7,40.7
17033,11.8,98.0,39.8
17035,11.8,98.3,18.5
17037,7.4,98.4,41.6
17039,11.6,98.5,30.0
17041,9.9,97.1,37.0
17043,4.9,97.8,37.9
17045,14.7,99.0,32.6
17047,13.4,98.8,18.9
17049,6.8,98.2,22.9
17051,16.9,98.2,29.1
17053,9.3,99.5,31.9
17055,13.0,98.5,39.2
17057,14.6,98.8,31.6
17059,16.3,98.7,26.8
17061,23.1,98.8,33.8
17063,6.0,98.9,27.5
17065,17.2,99.3,27.8
17067,19.9,98.8,29.6
17069,37.5,99.0,21.0
17071,23.0,98.7,22.1
17073,10.4,99.3,35.5
17075,13.0,99.0,35.8
17077,17.5,98.8,50.5
17079,14.7,98.3,38.1
17081,11.8,98.2,36.8
17083,16.2,99.2,29.1
17085,27.2,98.3,26.1
17087,23.5,98.6,37.7
17089,4.4,96.3,40.5
17091,12.7,98.4,39.6
17093,3.1,98.0,37.8
17095,13.5,98.3,42.4
17097,6.8,97.7,37.4
17099,10.1,98.6,36.2
17101,11.5,97.6,25.0
17103,8.6,99.0,35.0
17105,10.1,98.7,38.2
17107,10.4,99.4,24.8
17109,20.9,98.4,47.0
17111,5.1,98.4,37.5
17113,9.0,99.2,36.8
17115,12.9,99.1,40.9
17117,13.2,98.9,42.2
17119,9.8,98.6,40.5
17121,12.7,98.4,33.5
17123,17.5,99.2,33.3
17125,15.3,99.0,31.5
17127,18.0,96.9,39.5
17129,9.5,98.7,33.3
17131,12.2,99.5,31.8
17133,4.2,99.6,44.2
17135,12.2,98.8,34.3
17137,11.3,99.2,37.5
17139,8.1,96.8,28.7
17141,7.2,98.0,28.4
17143,12.5,98.6,38.3
17145,12.2,98.7,39.3
17147,9.6,99.6,33.0
17149,21.0,99.0,23.5
17151,39.6,98.5,42.7
17153,33.8,99.2,45.9
17155,23.3,99.3,27.6
17157,14.8,98.9,25.1
17159,14.2,98.8,28.3
17161,8.5,98.3,32.8
17163,13.4,98.8,42.2
17165,14.9,98.0,37.4
17167,8.7,98.3,39.6
17169,19.6,99.2,13.4
17171,20.9,98.7,21.1
17173,13.4,97.9,26.2
17175,12.7,99.7,23.4
17177,10.1,99.1,34.0
17179,7.7,98.8,30.3
17181,16.8,97.6,25.0
17183,13.7,98.4,35.1
17185,13.1,99.1,38.6
17187,10.7,96.7,25.8
17189,9.5,98.1,20.7
17191,11.7,98.0,30.0
17193,15.7,99.1,30.0
17195,10.6,98.7,32.1
17197,5.9,98.3,42.2
17199,13.6,99.2,34.7
17201,8.7,98.0,38.9
17203,6.7,99.1,34.4
18001,6.1,96.0,30.6
18003,8.3,98.5,35.5
18005,8.4,97.3,28.5
18007,12.7,98.4,33.3
18009,13.0,98.1,37.0
18011,5.8,99.1,32.5
18013,28.7,97.1,35.9
18015,16.9,98.3,23.0
18017,10.3,98.1,31.7
18019,12.6,98.9,35.7
18021,10.4,97.5,32.4
18023,9.8,97.8,35.1
18025,31.0,97.3,30.4
18027,10.6,96.6,31.2
18029,7.9,98.6,40.4
18031,9.1,99.0,26.3
18033,6.9,99.1,26.9
18035,12.7,98.8,45.8
18037,5.4,98.5,30.2
18039,9.3,97.6,34.0
18041,11.5,98.4,39.4
18043,11.0,99.4,35.5
18045,11.7,98.6,30.5
18047,11.1,97.9,23.8
18049,19.6,99.1,36.1
18051,12.3,97.8,23.7
18053,13.5,99.3,37.4
18055,16.3,96.2,28.3
18057,5.3,99.1,29.4
18059,4.7,99.0,30.6
18061,15.7,98.2,39.9
18063,4.4,98.9,30.7
18065,13.7,98.6,34.9
18067,11.9,99.1,37.9
18069,8.1,99.0,32.0
18071,12.5,98.3,38.7
18073,7.5,98.6,37.4
18075,11.7,97.6,23.8
18077,12.7,98.2,38.4
18079,12.4,98.3,27.2
18081,7.0,98.8,32.3
18083,12.1,98.7,32.4
18085,19.5,98.1,28.4
18087,16.7,96.2,22.0
18089,12.3,97.9,39.9
18091,12.5,97.7,40.8
18093,11.2,98.5,32.0
18095,13.7,98.9,40.9
18097,12.0,98.1,42.6
18099,14.6,96.8,44.0
18101,13.0,98.9,34.2
18103,11.6,98.5,33.7
18105,9.7,98.5,51.1
18107,7.6,98.8,29.4
18109,8.3,98.3,27.7
18111,8.4,98.3,28.3
18113,11.1,97.8,26.1
18115,10.1,99.2,22.9
18117,14.3,99.2,28.5
18119,13.8,97.1,37.0
18121,26.3,96.6,29.3
18123,12.5,99.0,33.0
18125,11.4,99.1,24.4
18127,6.1,98.7,38.9
18129,11.8,99.4,37.9
18131,15.7,98.6,30.2
18133,10.2,97.5,20.3
18135,12.6,98.8,28.2
18137,11.0,96.3,30.1
18139,10.9,98.7,30.3
18141,12.7,98.2,38.8
18143,15.7,98.6,32.2
18145,7.8,98.0,32.9
18147,10.6,98.9,27.6
18149,23.4,98.3,31.9
18151,28.6,99.4,16.0
18153,14.7,97.6,40.2
18155,18.5,95.9,24.6
18157,7.6,98.6,44.7
18159,9.1,98.5,23.2
18161,13.3,98.3,23.7
18163,10.3,98.7,41.8
18165,11.2,97.5,33.2
18167,11.1,98.1,46.0
18169,9.1,98.9,36.9
18171,10.4,98.5,47.0
18173,5.6,98.5,32.0
18175,11.9,98.6,41.4
18177,15.1,98.7,30.7
18179,8.3,99.2,36.5
18181,24.7,99.0,26.8
18183,7.1,99.1,28.1
19001,13.8,99.4,25.6
19003,20.3,99.3,10.1
19005,23.5,98.5,28.2
19007,19.2,98.1,32.4
19009,11.7,99.2,25.5
19011,7.5,99.0,27.4
19013,8.6,98.4,39.1
19015,8.4,98.6,26.9
19017,7.1,99.4,29.9
19019,11.7,98.5,29.3
19021,9.2,94.3,23.4
19023,7.8,99.3,23.1
19025,18.3,98.3,28.9
19027,8.1,99.8,30.5
19029,10.0,99.7,24.8
19031,9.7,99.3,16.9
19033,13.9,98.8,30.8
19035,7.8,99.5,21.2
19037,9.4,99.5,25.5
19039,8.7,95.3,33.3
19041,12.4,98.9,28.8
19043,17.7,98.0,26.4
19045,10.9,99.3,40.0
19047,8.9,94.2,31.1
19049,5.5,98.1,30.5
19051,11.7,93.3,26.3
19053,16.9,97.4,31.9
19055,14.7,98.2,22.9
19057,9.2,99.0,42.0
19059,41.0,99.5,38.4
19061,7.5,98.9,36.1
19063,16.1,97.0,35.2
19065,14.6,99.2,36.3
19067,8.9,98.5,34.1
19069,13.7,98.7,26.7
19071,14.7,98.8,22.1
19073,12.6,97.1,28.1
19075,7.7,99.1,24.2
19077,23.3,97.9,27.5
19079,13.0,99.0,30.0
19081,10.2,99.2,39.0
19083,12.6,98.8,27.4
19085,11.8,98.9,28.9
19087,7.5,99.6,27.8
19089,12.7,99.4,25.6
19091,12.0,99.3,26.2
19093,12.6,99.1,17.4
19095,7.7,99.1,27.4
19097,13.7,99.4,34.3
19099,10.6,98.5,28.2
19101,11.6,99.6,38.8
19103,7.1,97.8,49.5
19105,9.5,98.3,28.5
19107,10.0,99.0,40.9
19109,11.5,99.1,38.0
19111,12.3,99.0,35.2
19113,6.6,98.4,32.9
19115,14.2,97.1,21.2
19117,12.2,99.5,22.5
19119,9.7,99.0,19.3
19121,7.4,99.7,22.5
19123,9.5,98.8,31.8
19125,6.1,98.1,24.2
19127,8.2,96.7,28.7
19129,9.4,98.3,33.4
19131,12.4,99.4,19.8
19133,15.3,99.5,32.7
19135,17.9,99.0,29.8
19137,13.0,98.9,30.8
19139,8.3,97.6,30.5
19141,7.8,98.8,32.0
19143,10.9,98.4,25.2
19145,12.7,99.4,32.1
19147,19.5,99.2,27.8
19149,5.4,99.1,22.1
19151,13.7,99.5,25.8
19153,6.4,97.4,35.2
19155,7.9,98.1,35.9
19157,15.0,99.2,32.8
19159,24.6,98.6,29.4
19161,20.1,99.0,25.7
19163,9.7,98.8,40.6
19165,9.9,99.1,20.8
19167,5.3,98.0,31.9
19169,5.4,99.2,47.7
19171,13.2,97.4,29.0
19173,15.7,99.5,18.1
19175,12.9,98.0,28.4
19177,20.6,97.2,25.5
19179,9.9,97.2,37.1
19181,3.7,98.5,37.2
19183,9.3,99.3,26.6
19185,16.3,95.8,24.8
19187,10.1,98.8,32.8
19189,12.0,99.2,29.8
19191,8.0,99.5,42.7
19193,7.7,97.7,31.3
19195,10.0,99.2,22.5
19197,12.2,99.0,29.3
20001,15.0,99.3,38.6
20003,17.2,98.4,19.5
20005,14.4,98.5,27.3
20007,31.3,98.0,30.8
20009,16.6,98.4,27.4
20011,20.8,96.7,34.4
20013,18.5,98.0,31.5
20015,7.6,97.6,36.0
20017,29.7,98.8,17.5
20019,32.2,97.0,33.7
20021,19.7,98.0,31.2
20023,18.8,99.6,28.5
20025,23.2,98.5,22.2
20027,14.3,99.4,24.7
20029,19.9,99.8,33.3
20031,12.6,98.4,28.2
20033,23.6,97.9,23.9
20035,16.5,98.3,29.5
20037,15.7,96.4,46.0
20039,19.4,99.7,28.1
20041,13.7,98.6,44.2
20043,15.0,97.9,31.2
20045,6.8,98.2,42.1
20047,19.2,99.5,24.6
20049,36.0,97.9,30.8
20051,12.9,99.2,33.5
20053,26.2,98.2,28.1
20055,7.7,92.4,27.7
20057,7.5,93.7,27.9
20059,10.0,98.9,35.1
20061,17.3,97.1,33.4
20063,13.6,98.4,17.3
20065,19.1,100.0,33.9
20067,13.8,98.6,22.6
20069,12.0,96.7,16.2
20071,18.0,97.9,20.9
20073,31.4,97.9,30.7
20075,26.7,100.0,8.8
20077,28.7,98.0,25.8
