cfips,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio
02290,5453,21.1,46.9,34.7,116.6
04001,71602,23.9,49.2,34.2,97.5
04003,126516,35.6,38.6,40.5,102.7
04005,138639,16.5,31.9,30.6,97.0
04007,53145,51.3,38.7,49.3,97.9
04009,37700,21.5,45.9,33.1,115.8
04011,9368,19.7,46.9,33.4,114.3
04012,20477,80.9,36.0,56.0,105.9
04013,4155501,23.1,40.6,36.0,97.9
04015,204691,52.1,33.9,50.4,101.6
04017,107902,29.0,49.2,35.9,100.3
04019,1007257,30.1,36.0,38.2,96.9
04021,405537,32.4,41.6,38.5,109.2
04023,46358,29.3,50.2,36.6,92.1
04025,220972,53.7,31.9,52.2,95.8
04027,204281,31.2,45.9,34.1,105.6
05001,18352,30.6,38.6,40.9,91.8
05003,20771,32.1,39.9,41.8,95.1
05005,41093,58.7,33.8,51.8,93.5
05007,251823,21.6,44.9,35.2,98.0
05009,37212,34.4,39.6,42.2,95.7
05011,10994,31.7,40.8,40.6,91.8
05013,5194,35.3,32.5,45.2,107.7
05015,27782,38.3,39.7,44.6,96.4
05017,11008,32.9,38.1,43.3,96.3
05019,22495,23.9,29.4,33.8,90.7
05021,15190,36.6,38.8,43.4,95.5
05023,25361,47.5,35.2,48.9,97.1
05025,8332,33.9,39.7,42.6,101.1
05027,23992,26.6,34.1,36.2,92.0
05029,20954,31.7,39.5,41.2,96.9
05031,104246,21.1,40.0,34.0,95.0
05033,62119,26.3,42.0,38.7,97.0
05035,49278,21.5,46.5,35.0,89.7
05037,17164,30.3,41.6,40.7,94.1
05039,7585,36.4,40.6,43.7,92.2
05041,12094,31.0,45.4,40.2,84.7
05043,18620,26.6,35.7,36.5,95.4
05045,121282,17.8,36.3,32.3,95.9
05047,17803,32.3,40.3,41.4,95.0
05049,12092,45.8,37.1,48.1,96.8
05051,97994,39.7,35.9,44.7,93.2
05053,18076,28.5,38.8,39.9,95.5
05055,44197,25.4,40.3,37.7,97.4
05057,22154,30.2,45.9,38.9,88.2
05059,33480,29.6,34.4,41.7,106.8
05061,13472,29.9,45.5,38.5,95.5
05063,37097,28.5,40.2,39.8,94.8
05065,13521,43.3,31.5,48.0,106.4
05067,17429,25.8,31.9,40.5,96.8
05069,71373,25.9,37.1,39.0,97.1
05071,26155,26.4,41.0,37.8,98.5
05073,7051,38.4,34.1,45.8,96.4
05075,16777,33.0,38.0,42.0,97.6
05077,9614,28.3,30.6,41.9,131.2
05079,13885,21.0,26.2,38.6,164.9
05081,12494,34.5,38.7,42.5,97.2
05083,21802,32.0,38.2,42.2,97.5
05085,71568,20.8,43.2,35.8,96.9
05087,15907,31.2,40.4,42.5,101.3
05089,16374,49.0,32.4,51.8,96.7
05091,43760,26.1,39.7,38.5,97.3
05093,43534,23.2,44.8,36.1,93.5
05095,7420,38.6,36.7,46.1,86.2
05097,9059,46.8,34.8,50.0,98.1
05099,8528,33.7,39.3,43.8,108.8
05101,7898,42.5,35.5,48.8,101.5
05103,24378,31.7,38.7,42.8,90.0
05105,10320,32.3,38.4,43.7,98.3
05107,19518,29.9,46.5,38.2,89.3
05109,10893,33.1,38.3,41.8,98.8
05111,24098,29.2,40.4,39.7,96.1
05113,20212,39.3,42.5,43.8,95.4
05115,63372,23.5,36.2,34.9,98.0
05117,8309,40.0,36.2,45.7,98.9
05119,392848,22.4,37.8,36.7,92.1
05121,17514,34.9,40.3,42.2,97.9
05123,26688,23.1,35.3,38.4,122.0
05125,116252,28.3,40.2,39.0,97.1
05127,10584,34.3,42.5,41.2,99.9
05129,7925,45.2,36.5,47.3,103.5
05131,127362,24.3,40.1,37.3,95.4
05133,17206,24.6,51.0,35.0,100.2
05135,17041,48.3,40.2,47.3,95.8
05137,12443,47.7,37.1,49.5,100.7
05139,40022,28.3,40.4,39.7,94.6
05141,16751,45.6,36.3,47.6,99.5
05143,223683,17.0,38.9,31.5,100.0
05145,78706,25.2,38.8,36.3,96.5
05147,6763,38.0,37.7,45.3,89.4
05149,21601,28.2,42.3,39.7,98.6
06001,1629615,19.4,32.1,37.3,96.3
06003,1203,53.9,42.0,44.9,123.2
06005,37306,43.5,26.0,50.6,115.6
06007,225207,27.7,32.3,36.9,98.2
06009,45057,45.4,31.1,51.6,97.9
06011,21479,22.7,47.2,34.7,108.1
06013,1123678,23.4,37.4,39.2,95.4
06015,27442,25.2,33.8,38.7,120.7
06017,185015,31.2,34.1,45.5,99.6
06019,971616,19.1,48.0,31.8,99.5
06021,27935,25.7,46.2,36.8,103.6
06023,135490,24.9,30.2,37.7,99.3
06025,179957,20.5,48.6,32.2,104.5
06027,18195,37.6,35.2,45.6,101.7
06029,878744,16.8,48.4,31.3,105.1
06031,150183,15.0,43.4,31.5,123.5
06033,64095,36.3,35.1,45.8,98.4
06035,31470,17.8,22.4,36.2,194.6
06037,10105722,19.3,34.6,36.0,97.1
06039,154440,22.1,46.7,33.7,93.4
06041,260814,34.2,34.3,46.1,95.5
06043,17658,45.3,28.6,51.1,100.8
06045,87497,33.6,37.2,42.4,99.6
06047,267390,18.0,50.3,30.8,102.0
06049,9017,43.9,34.8,47.8,106.9
06051,14058,20.4,29.1,38.3,112.2
06053,433168,20.3,43.1,33.9,104.2
06055,141005,28.5,35.2,40.8,99.5
06057,98838,42.1,30.3,49.8,97.3
06059,3155816,21.2,35.6,37.5,97.5
06061,374985,30.8,38.5,41.6,95.3
06063,18724,44.5,28.3,52.1,101.5
06065,2355002,22.3,43.1,35.0,99.0
06067,1495400,20.7,38.5,35.9,95.5
06069,58671,19.1,43.2,35.4,99.1
06071,2121220,17.0,43.4,32.9,99.0
06073,3283665,20.0,34.2,35.4,101.1
06075,864263,20.7,18.7,38.3,104.0
06077,724153,19.8,45.8,33.9,99.0
06079,280119,28.4,28.4,39.0,103.1
06081,763450,23.7,33.4,39.6,97.1
06083,442996,22.5,35.4,33.7,100.4
06085,1911226,19.4,35.2,37.0,101.6
06087,273263,21.6,30.2,37.3,98.6
06089,178919,32.9,36.8,41.8,96.3
06091,2885,45.0,25.1,55.0,106.5
06093,43530,41.5,35.9,47.9,99.5
06095,434981,22.4,36.0,37.7,98.7
06097,500943,27.9,32.7,41.4,96.0
06099,535684,20.4,45.2,33.9,97.8
06101,95583,24.7,44.5,35.7,99.3
06103,63247,32.2,41.5,41.1,98.9
06105,13037,44.1,28.7,51.4,102.6
06107,458809,18.4,54.1,30.6,100.1
06109,53899,40.7,28.4,48.6,108.3
06111,847834,22.7,38.4,37.5,98.0
06113,212605,17.2,32.1,30.9,95.1
06115,74644,19.2,45.6,32.4,104.2
08001,487850,15.3,43.8,33.4,101.6
08003,16345,19.8,38.5,30.3,97.9
08005,626612,18.8,38.2,36.4,97.4
08007,12592,39.2,29.4,49.8,103.4
08009,3581,46.8,38.9,47.6,93.7
08011,5806,25.0,23.0,40.4,184.7
08013,316782,18.7,29.5,36.2,100.9
08014,64283,19.6,38.0,37.8,98.6
08015,18818,39.6,25.0,49.9,114.8
08017,2127,22.8,55.6,35.8,104.3
08019,9257,27.2,25.1,47.2,105.5
08021,8147,31.9,50.1,38.2,100.5
08023,3628,47.5,33.1,51.0,117.2
08025,5514,18.1,17.7,38.2,212.9
08027,4505,65.5,30.1,58.2,95.4
08029,30217,43.2,36.6,47.8,101.5
08031,678467,16.4,29.9,34.4,100.1
08033,1736,44.6,38.0,49.4,119.7
08035,320940,16.7,44.9,38.1,99.2
08037,53726,13.8,33.0,36.5,113.5
08039,24553,22.4,35.1,45.6,102.7
08041,674826,18.6,39.2,34.0,101.6
08043,46601,32.3,25.2,44.8,138.6
08045,57945,18.1,41.1,36.2,102.5
08047,5793,22.5,27.6,45.2,115.8
08049,14793,23.5,25.8,44.1,117.7
08051,16215,16.7,25.1,34.5,118.5
08053,820,48.3,32.7,57.2,88.1
08055,6498,56.4,29.7,54.9,98.8
08057,1372,37.0,36.7,49.2,97.1
08059,564029,23.5,32.0,40.4,99.0
08061,1368,41.8,54.2,41.1,100.9
08063,7846,29.1,38.2,38.4,127.2
08065,7481,15.8,25.2,39.3,119.9
08067,54469,22.7,29.3,39.7,101.4
08069,330976,21.6,31.0,35.7,99.3
08071,14151,37.4,30.4,46.0,107.2
08073,5520,27.4,31.6,38.5,176.3
08075,21885,26.7,34.4,37.5,115.4
08077,148798,28.6,36.5,38.9,97.6
08079,834,56.0,17.0,58.5,108.0
08081,13056,21.6,42.3,37.7,107.8
08083,25770,34.9,39.2,44.1,96.6
08085,40908,39.0,40.0,44.7,97.4
08087,28123,25.9,45.2,36.6,99.1
08089,18325,33.8,41.4,40.2,95.6
08091,4653,44.9,25.0,53.7,89.5
08093,16900,27.9,25.5,50.6,112.2
08095,4327,30.2,43.2,38.5,108.2
08097,17747,24.6,24.1,43.3,111.7
08099,12084,29.0,44.1,37.4,102.3
08101,163368,29.1,38.8,38.8,96.7
08103,6557,22.1,39.1,35.9,102.9
08105,11430,31.6,40.9,40.7,100.5
08107,24359,19.2,27.8,39.9,108.5
08109,6338,34.1,38.1,48.8,98.2
08111,569,25.7,24.9,46.9,112.3
08113,7804,16.1,26.5,42.0,113.6
08115,2357,47.1,41.3,48.4,99.6
08117,29722,15.5,22.3,39.2,120.1
08119,23769,30.7,29.4,49.8,100.7
08121,4809,33.2,39.2,42.2,106.9
08123,285729,18.4,43.3,34.2,101.3
08125,10109,31.7,48.5,35.8,98.3
09001,947328,24.0,37.4,40.2,94.9
09003,897417,25.9,34.3,40.4,94.4
09005,184454,31.1,30.9,46.9,97.8
09007,164110,29.3,30.0,45.1,95.6
09009,862127,25.7,33.0,40.1,93.2
09011,270772,26.4,31.6,41.0,100.3
09013,151596,21.3,26.9,37.9,101.0
09015,116674,23.7,31.6,41.0,98.5
10001,173145,26.0,38.5,37.3,93.2
10003,555036,22.3,34.5,37.8,93.9
10005,215551,45.3,34.6,48.3,94.1
11001,672391,16.8,24.9,33.9,90.3
12001,259865,18.5,26.0,31.2,93.7
12003,27537,22.0,39.4,37.1,110.0
12005,180117,26.2,34.8,39.6,98.9
12007,26775,28.1,32.8,40.9,122.7
12009,568183,38.8,31.8,47.1,95.6
12011,1890416,24.8,34.2,40.1,94.9
12013,14458,29.3,35.8,40.3,119.5
12015,173236,78.4,26.3,58.1,95.1
12017,141373,71.7,30.4,55.9,94.0
12019,203291,23.5,39.3,39.4,97.0
12021,356774,58.1,34.6,49.7,96.9
12023,68484,29.0,36.2,40.7,107.2
12027,35675,35.1,33.9,40.7,130.3
12029,16323,38.2,31.9,47.6,124.4
12031,912043,20.3,35.4,36.0,94.1
12033,309924,25.1,33.3,37.0,98.6
12035,105015,53.8,33.3,50.3,92.4
12037,11675,32.9,26.0,44.3,136.0
12039,46113,25.8,35.7,40.7,90.2
12041,17191,33.8,34.8,42.8,109.4
12043,13197,42.9,27.9,45.8,130.8
12045,16018,29.3,24.1,44.3,149.4
12047,14238,25.1,29.6,41.1,136.9
12049,27326,25.9,45.8,34.9,116.7
12051,39064,22.0,46.2,33.7,112.9
12053,179144,51.1,34.8,48.9,91.9
12055,100177,71.9,36.7,53.1,93.9
12057,1351087,21.2,36.4,36.8,95.1
12059,19483,31.5,32.3,42.2,115.7
12061,147981,59.3,33.1,52.2,92.4
12063,48571,28.8,29.9,41.5,124.0
12065,14085,34.0,26.2,46.0,115.7
12067,8684,21.3,32.4,39.2,142.6
12069,326215,48.3,36.5,46.6,93.8
12071,700165,49.3,33.6,47.8,95.9
12073,285890,17.2,27.2,30.5,90.7
12075,39713,41.6,35.6,46.4,95.6
12077,8347,19.0,26.3,36.9,166.6
12079,18518,31.0,31.1,42.4,112.5
12081,363542,47.5,34.9,47.6,93.6
12083,343778,52.7,35.3,48.5,92.3
12085,155719,55.4,31.4,51.6,98.1
12086,2702602,23.9,31.9,39.5,94.3
12087,76745,32.0,23.5,46.7,110.1
12089,78435,34.4,34.3,44.9,97.4
12091,197591,24.2,35.6,36.7,103.0
12093,40228,32.8,37.6,41.0,117.9
12095,1290216,16.8,34.2,34.7,96.6
12097,325168,20.0,40.1,35.7,97.1
12099,1426772,40.1,33.9,44.4,94.0
12101,498136,39.1,35.8,44.5,94.8
12103,949842,39.2,28.2,47.6,92.3
12105,652256,34.3,39.2,40.4,96.2
12107,72435,38.3,38.4,44.8,97.1
12109,226578,31.4,37.1,43.1,94.5
12111,298763,40.3,36.4,44.6,95.6
12113,166778,23.7,35.7,39.5,104.9
12115,404839,68.9,29.2,55.1,91.4
12117,449260,22.5,33.5,39.1,93.5
12119,116754,140.9,19.1,66.4,101.7
12121,43814,34.0,36.9,41.7,102.7
12123,22350,29.7,31.0,41.4,128.0
12125,15300,20.9,28.2,39.8,184.5
12127,518660,40.0,30.7,46.4,95.0
12129,31586,20.3,31.7,40.7,124.7
12131,63457,31.1,33.6,43.2,103.1
12133,24472,27.6,31.5,41.9,119.0
13001,18471,27.6,42.8,39.3,96.9
13003,8313,20.9,46.8,34.9,97.9
13005,11279,24.8,43.4,37.6,98.6
13007,3251,31.3,33.1,43.6,90.8
13009,45527,21.7,29.1,35.1,101.1
13011,18363,27.4,38.6,40.3,101.4
13013,75099,18.7,43.8,35.1,97.3
13015,102623,21.0,40.3,37.5,98.4
13017,17272,26.9,43.5,39.0,91.6
13019,19014,27.6,40.3,39.5,95.7
13021,153923,23.7,41.1,36.0,88.6
13023,12779,27.2,34.2,37.4,86.0
13025,18411,24.7,40.4,40.3,97.1
13027,15629,31.9,36.6,43.2,93.0
13029,34883,16.6,48.1,34.8,98.5
13031,73742,15.3,29.0,28.1,96.9
13033,22645,23.6,44.0,37.4,90.4
13035,23556,22.9,32.9,38.4,112.4
13037,6503,20.6,26.7,38.4,151.3
13039,52252,18.4,39.0,31.6,105.5
13043,10894,28.9,44.0,37.9,96.6
13045,114898,20.2,38.5,34.4,95.2
13047,65870,27.0,39.0,39.6,94.2
13049,12963,21.5,29.4,41.4,132.7
13051,285506,21.9,34.3,34.9,93.3
13053,11096,5.0,30.1,23.7,204.8
13055,24880,27.4,37.3,40.3,104.8
13057,235896,19.9,41.5,38.0,97.0
13059,123554,13.6,23.9,27.3,90.8
13061,3024,39.6,43.0,44.6,97.8
13063,274150,13.3,44.6,32.4,89.3
13065,6788,26.2,45.8,37.6,101.0
13067,739072,17.1,37.8,36.4,93.6
13069,43048,20.8,39.4,35.9,105.5
13071,45890,24.1,45.0,36.0,98.8
13073,143723,19.8,41.9,36.4,95.4
13075,17190,25.7,44.3,37.0,92.8
13077,138015,20.7,41.3,37.9,95.2
13079,12385,27.6,34.8,44.2,103.6
13081,23005,28.9,42.5,38.3,88.7
13083,16282,28.1,30.4,41.8,95.6
13085,23397,32.0,35.7,43.3,97.1
13087,27023,26.1,41.4,37.9,93.2
13089,736066,17.0,36.0,35.5,90.1
13091,21063,25.7,32.3,41.2,109.8
13093,14053,27.4,29.2,43.5,118.8
13095,91522,23.2,40.4,35.0,86.2
13097,140152,17.0,42.4,36.3,91.4
13099,10405,32.5,43.7,40.5,86.2
13101,4011,18.0,46.8,38.1,100.7
13103,57087,17.7,43.4,36.2,98.0
13105,19288,32.8,37.5,42.3,91.5
13107,22502,25.8,42.5,37.2,98.8
13109,10757,27.7,45.9,37.3,89.9
13111,24480,48.5,31.3,50.8,93.9
13113,110306,27.7,39.8,43.5,94.4
13115,96471,26.2,38.7,38.3,94.1
13117,211300,18.4,47.5,38.2,98.6
13119,22328,32.4,37.7,41.1,94.6
13121,1010420,16.2,34.4,35.2,94.1
13123,29614,39.4,35.5,46.0,102.0
13125,3027,28.3,38.5,42.9,93.7
13127,83467,30.8,38.7,40.8,89.2
13129,56424,22.2,41.4,37.0,97.9
13131,25048,28.4,43.2,39.7,95.7
13133,16732,50.4,36.0,48.9,94.8
13135,889954,14.0,43.6,34.9,95.8
13137,43878,30.4,38.6,39.5,90.3
13139,192865,23.0,43.9,36.0,99.3
13141,8667,31.6,22.1,44.3,154.2
13143,28722,26.3,40.3,40.7,94.6
13145,33198,27.7,36.3,43.2,101.1
13147,25535,35.2,36.2,43.0,95.9
13149,11607,26.2,38.1,41.9,98.6
13151,217506,17.0,42.7,36.7,91.9
13153,150341,19.0,41.4,35.1,94.6
13155,9278,30.4,36.9,39.7,105.7
13157,63851,23.7,42.3,38.7,97.6
13159,13732,27.4,39.6,42.2,94.9
13161,14999,25.8,46.6,36.3,97.5
13163,15954,28.5,40.4,38.6,93.1
13165,8929,26.0,40.3,40.6,91.8
13167,9800,27.8,32.7,41.6,126.6
13169,28540,26.7,39.8,39.7,94.5
13171,18282,25.8,33.5,38.1,92.8
13173,10388,20.4,41.1,33.8,100.5
13175,47451,27.6,42.1,38.3,90.5
13177,29216,18.1,43.2,36.9,98.9
13179,62120,12.5,45.2,27.9,102.6
13181,7768,36.9,32.9,47.9,88.7
13183,17857,12.9,45.1,31.6,96.0
13185,113941,17.0,36.9,30.1,96.0
13187,31567,24.9,28.4,37.3,96.5
13189,21488,28.4,46.1,37.8,87.5
13191,14061,39.8,30.1,49.2,96.2
13193,13675,23.5,29.9,40.6,123.7
13195,28600,26.3,37.9,41.0,100.6
13197,8558,30.1,36.6,43.3,96.7
13199,21152,32.2,37.3,42.0,92.0
13201,5884,37.0,41.1,43.1,96.2
13205,22574,24.9,38.4,38.8,108.5
13207,26795,27.6,33.5,43.3,101.2
13209,8962,24.9,34.4,39.4,105.1
13211,18013,31.4,39.1,44.2,90.5
13213,39444,21.8,41.3,37.6,96.8
13215,198647,19.4,39.5,33.7,96.0
13217,105042,19.7,44.0,36.2,90.6
13219,35972,24.0,45.4,40.1,96.5
13221,14654,29.3,36.0,42.5,101.0
13223,152399,15.4,43.9,35.6,95.8
13225,27027,22.5,34.1,35.8,92.6
13227,30343,34.9,34.7,44.9,98.4
13229,19141,27.8,43.0,39.4,101.5
13231,17919,24.7,40.1,40.5,96.9
13233,41444,25.8,44.2,37.1,95.4
13235,11396,29.0,26.5,43.1,76.6
13237,21430,37.9,33.8,45.6,94.5
13239,2140,63.8,34.6,52.6,91.8
13241,16354,46.2,30.9,48.8,98.8
13243,7206,42.7,42.5,44.3,98.4
13245,201568,20.1,36.8,33.7,93.6
13247,88482,21.1,41.6,37.3,89.4
13249,5168,28.4,44.3,36.9,93.4
13251,14037,28.0,36.4,41.2,96.6
13253,8549,38.5,38.4,44.0,88.1
13255,64192,28.5,41.0,38.9,93.8
13257,25625,31.8,38.2,42.3,87.1
13259,5832,21.6,20.2,37.0,163.4
13261,30687,25.4,38.5,35.2,89.5
13263,6423,37.5,29.5,49.9,89.3
13265,1844,33.9,25.6,43.3,103.5
13267,25402,20.0,31.6,36.9,141.7
13269,8267,30.1,34.8,43.8,95.9
13271,16339,24.3,26.3,41.0,140.0
13273,8978,30.4,41.6,40.7,89.1
13275,44909,28.2,40.9,39.6,89.4
13277,40531,23.0,40.9,35.5,92.7
13279,27160,26.7,47.1,36.1,87.9
13281,11173,63.7,25.8,53.3,89.3
13283,6752,31.9,35.6,40.8,101.1
13285,69433,22.8,41.3,36.2,92.4
13287,8036,33.6,44.2,40.2,96.0
13289,8323,34.1,31.8,46.3,97.1
13291,22262,60.5,31.0,53.8,95.2
13293,26241,29.6,37.4,41.5,91.9
13295,68609,29.4,37.1,41.4,97.7
13297,88695,24.5,42.4,38.9,94.6
13299,35688,27.6,40.0,38.9,100.6
13301,5410,35.1,36.4,44.2,88.1
13303,20506,26.4,36.8,40.3,101.8
13305,29833,24.3,40.8,38.2,104.0
13307,2627,33.3,41.3,43.5,102.4
13309,7952,19.4,24.3,38.2,182.0
13311,28509,35.5,35.9,45.1,94.0
13313,103963,21.8,44.6,35.4,98.4
13315,8896,25.3,30.1,39.4,143.9
13317,9905,38.7,35.9,45.5,92.1
13319,9147,30.1,39.2,42.5,92.1
13321,20809,30.0,39.7,42.1,95.6
15001,196325,31.0,36.9,42.1,99.0
15003,990060,26.4,34.5,37.6,101.6
15005,86,16.7,2.8,57.6,91.1
15007,71093,30.2,37.2,42.1,98.8
15009,164094,26.2,36.0,40.9,99.7
16001,435117,20.9,39.8,36.4,100.4
16003,3946,49.0,31.7,52.8,105.0
16005,84113,21.7,44.6,33.2,99.1
16007,5942,37.8,51.3,39.3,97.1
16009,9050,39.0,40.0,46.5,101.9
16011,45369,24.0,57.5,33.3,100.4
16013,21583,27.3,38.2,42.8,104.7
16015,6968,39.9,31.0,53.2,111.8
16017,41855,38.2,35.0,47.7,100.5
16019,110404,22.0,55.5,32.6,99.6
16021,11323,36.7,42.0,43.7,99.8
16023,2613,33.5,34.2,46.4,106.9
16025,886,38.3,46.3,47.0,100.0
16027,207027,22.3,51.6,33.2,98.0
16029,6862,31.4,52.7,36.9,103.1
16031,23472,24.4,60.1,31.8,104.0
16033,1055,19.2,60.2,29.7,115.7
16035,8533,44.1,27.5,50.3,125.1
16037,4141,53.9,29.6,53.4,109.5
16039,26232,20.0,42.1,31.4,108.5
16041,13120,25.3,63.8,32.6,103.9
16043,12889,29.2,49.5,36.7,107.8
16045,16850,37.5,42.4,45.2,97.8
16047,15110,30.1,49.9,37.3,104.9
16049,16275,45.9,36.2,49.5,109.6
16051,27410,19.5,63.6,31.3,103.1
16053,23039,22.2,55.2,32.6,101.7
16055,150128,29.4,39.6,39.7,97.6
16057,38697,17.3,27.1,28.3,104.9
16059,7755,50.3,32.1,52.9,101.5
16061,3824,45.2,43.2,48.1,100.6
16063,5296,22.3,54.8,33.1,106.8
16065,38241,9.4,40.7,23.5,101.6
16067,20448,28.0,51.5,35.4,101.6
16069,40014,32.2,36.2,41.3,98.1
16071,4284,36.1,54.6,39.5,99.4
16073,11384,29.9,47.3,38.6,104.5
16075,22839,30.1,48.2,38.8,100.6
16077,7667,27.4,55.3,34.8,106.3
16079,12490,37.7,34.5,47.2,100.0
16081,10776,15.0,43.4,36.4,112.0
16083,82248,25.8,48.6,34.6,96.8
16085,10104,43.1,32.3,50.2,103.9
16087,9996,44.7,44.2,46.1,97.7
17001,66787,32.9,38.8,41.5,95.9
17003,6776,35.7,43.5,42.3,92.6
17005,17034,26.7,30.6,40.4,106.0
17007,53638,24.0,43.6,38.3,99.5
17009,6791,19.3,21.7,38.7,179.4
17011,33619,35.5,37.9,43.7,96.5
17013,4897,40.0,37.1,46.5,100.4
17015,14704,41.9,34.5,47.4,98.3
17017,12880,27.8,41.2,40.2,102.8
17019,207946,16.6,27.3,29.7,99.8
17021,33562,31.0,34.3,42.7,103.1
17023,15924,31.9,39.3,43.0,96.7
17025,13393,33.4,37.2,44.0,97.2
17027,37640,25.2,34.0,40.4,108.1
17029,52540,23.4,27.0,34.3,93.6
17031,5238541,21.1,35.0,36.4,94.2
17033,19214,29.4,31.1,42.5,110.1
17035,10899,31.5,38.7,41.9,100.1
17037,104473,17.3,32.6,30.7,98.1
17039,16176,30.2,36.5,42.8,99.9
17041,19830,29.1,43.6,37.9,97.3
17043,931826,22.3,37.0,39.1,96.4
17045,17603,35.1,36.0,44.5,96.5
17047,6570,35.1,40.9,43.6,96.0
17049,34164,27.8,40.3,39.1,99.3
17051,21980,28.8,33.7,41.4,114.9
17053,13470,32.2,39.5,43.2,97.4
17055,39302,33.6,38.1,42.3,96.5
17057,35733,31.7,33.0,42.5,109.5
17059,5226,41.2,38.8,44.8,90.0
17061,13311,30.8,36.1,42.7,100.8
17063,50333,21.4,42.2,37.5,99.9
17065,8259,36.6,39.2,43.6,96.0
17067,18264,38.5,37.1,46.0,98.9
17069,4161,33.2,28.2,46.8,109.1
17071,6927,42.6,33.3,49.2,96.6
17073,49649,33.1,38.9,42.7,98.3
