"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003EA","B05001_003M","B05001_003MA","B05001_004E","B05001_004M","B05001_004MA","B05001_004EA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total:!!U.S. citizen, born in the United States","Annotation of Estimate!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total:!!U.S. citizen by naturalization","Annotation of Estimate!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Margin of Error!!Total:!!Not a U.S. citizen","Annotation of Estimate!!Total:!!Not a U.S. citizen",
"0500000US48247","Jim Hogg County, Texas","5231","*****","*****","null","5029","117","null","null","0","null","19","null","3","5","null","null","40","31","null","null","159","106","null","null",
"0500000US48249","Jim Wells County, Texas","40972","*****","*****","null","38534","530","null","null","0","null","29","null","125","90","null","null","956","291","null","null","1357","447","null","null",
"0500000US48251","Johnson County, Texas","167212","*****","*****","null","158761","1065","null","null","435","null","177","null","926","221","null","null","2929","411","null","null","4161","824","null","null",
"0500000US48253","Jones County, Texas","19943","*****","*****","null","19118","202","null","null","0","null","21","null","120","93","null","null","176","81","null","null","529","135","null","null",
"0500000US48255","Karnes County, Texas","15545","*****","*****","null","13800","419","null","null","19","null","22","null","54","44","null","null","307","163","null","null","1365","380","null","null",
"0500000US48257","Kaufman County, Texas","123804","*****","*****","null","112919","814","null","null","258","null","153","null","816","230","null","null","3687","484","null","null","6124","698","null","null",
"0500000US48259","Kendall County, Texas","43769","*****","*****","null","40152","752","null","null","124","null","137","null","588","248","null","null","1141","322","null","null","1764","700","null","null",
"0500000US48261","Kenedy County, Texas","568","224","null","null","475","217","null","null","0","null","14","null","0","14","null","null","57","52","null","null","36","40","null","null",
"0500000US48263","Kent County, Texas","647","102","null","null","635","105","null","null","0","null","14","null","0","14","null","null","12","15","null","null","0","14","null","null",
"0500000US48265","Kerr County, Texas","51843","*****","*****","null","47690","536","null","null","7","null","14","null","519","180","null","null","1256","234","null","null","2371","450","null","null",
"0500000US48267","Kimble County, Texas","4373","*****","*****","null","4092","104","null","null","0","null","14","null","101","68","null","null","96","55","null","null","84","36","null","null",
"0500000US48269","King County, Texas","237","91","null","null","195","72","null","null","0","null","14","null","0","14","null","null","1","3","null","null","41","56","null","null",
"0500000US48271","Kinney County, Texas","3659","*****","*****","null","2965","230","null","null","21","null","32","null","79","68","null","null","222","156","null","null","372","177","null","null",
"0500000US48273","Kleberg County, Texas","30974","*****","*****","null","28676","431","null","null","50","null","65","null","233","155","null","null","935","266","null","null","1080","345","null","null",
"0500000US48275","Knox County, Texas","3705","*****","*****","null","3347","103","null","null","0","null","14","null","33","35","null","null","95","42","null","null","230","92","null","null",
"0500000US48277","Lamar County, Texas","49611","*****","*****","null","47079","389","null","null","85","null","67","null","460","212","null","null","719","277","null","null","1268","261","null","null",
"0500000US48279","Lamb County, Texas","13123","*****","*****","null","11775","198","null","null","3","null","4","null","90","43","null","null","433","105","null","null","822","157","null","null",
"0500000US48281","Lampasas County, Texas","20862","*****","*****","null","19084","295","null","null","144","null","91","null","643","203","null","null","390","111","null","null","601","169","null","null",
"0500000US48283","La Salle County, Texas","7416","224","null","null","6789","255","null","null","0","null","19","null","47","63","null","null","64","79","null","null","516","240","null","null",
"0500000US48285","Lavaca County, Texas","20021","*****","*****","null","18958","166","null","null","18","null","21","null","35","26","null","null","203","75","null","null","807","155","null","null",
"0500000US48287","Lee County, Texas","17058","*****","*****","null","15496","356","null","null","0","null","21","null","131","103","null","null","279","184","null","null","1152","265","null","null",
"0500000US48289","Leon County, Texas","17225","*****","*****","null","16320","186","null","null","0","null","21","null","8","12","null","null","251","87","null","null","646","171","null","null",
"0500000US48291","Liberty County, Texas","83702","*****","*****","null","76244","663","null","null","76","null","57","null","599","236","null","null","2077","468","null","null","4706","621","null","null",
"0500000US48293","Limestone County, Texas","23417","*****","*****","null","21070","291","null","null","73","null","82","null","72","43","null","null","642","159","null","null","1560","271","null","null",
"0500000US48295","Lipscomb County, Texas","3398","*****","*****","null","2921","114","null","null","0","null","14","null","42","51","null","null","69","39","null","null","366","97","null","null",
"0500000US48297","Live Oak County, Texas","12139","*****","*****","null","11347","208","null","null","9","null","16","null","31","37","null","null","140","82","null","null","612","169","null","null",
"0500000US48299","Llano County, Texas","21047","*****","*****","null","19938","214","null","null","0","null","25","null","226","96","null","null","271","108","null","null","612","164","null","null",
"0500000US48301","Loving County, Texas","98","48","null","null","86","46","null","null","0","null","14","null","0","14","null","null","0","14","null","null","12","17","null","null",
"0500000US48303","Lubbock County, Texas","304808","*****","*****","null","283208","1199","null","null","545","null","219","null","2929","518","null","null","6537","617","null","null","11589","925","null","null",
"0500000US48305","Lynn County, Texas","5830","*****","*****","null","5422","112","null","null","4","null","5","null","82","73","null","null","76","39","null","null","246","73","null","null",
"0500000US48307","McCulloch County, Texas","8057","*****","*****","null","7549","256","null","null","0","null","19","null","30","36","null","null","128","73","null","null","350","255","null","null",
"0500000US48309","McLennan County, Texas","251089","*****","*****","null","227279","1171","null","null","251","null","121","null","2435","402","null","null","6176","574","null","null","14948","1197","null","null",
"0500000US48311","McMullen County, Texas","774","171","null","null","747","170","null","null","0","null","14","null","3","4","null","null","3","6","null","null","21","18","null","null",
"0500000US48313","Madison County, Texas","14197","*****","*****","null","12592","297","null","null","3","null","7","null","96","60","null","null","279","118","null","null","1227","282","null","null",
"0500000US48315","Marion County, Texas","10017","*****","*****","null","9718","118","null","null","9","null","14","null","76","47","null","null","84","69","null","null","130","67","null","null",
"0500000US48317","Martin County, Texas","5649","*****","*****","null","5420","123","null","null","0","null","19","null","0","19","null","null","96","65","null","null","133","97","null","null",
"0500000US48319","Mason County, Texas","4186","*****","*****","null","3655","213","null","null","0","null","14","null","156","143","null","null","54","33","null","null","321","158","null","null",
"0500000US48321","Matagorda County, Texas","36774","*****","*****","null","32270","568","null","null","250","null","192","null","343","169","null","null","1471","311","null","null","2440","509","null","null",
"0500000US48323","Maverick County, Texas","58174","*****","*****","null","38161","1328","null","null","310","null","198","null","1383","326","null","null","6775","645","null","null","11545","1323","null","null",
"0500000US48325","Medina County, Texas","50057","*****","*****","null","46670","622","null","null","197","null","137","null","493","189","null","null","1668","414","null","null","1029","272","null","null",
"0500000US48327","Menard County, Texas","2119","*****","*****","null","1902","113","null","null","0","null","14","null","1","2","null","null","88","85","null","null","128","102","null","null",
"0500000US48329","Midland County, Texas","168167","*****","*****","null","143412","1625","null","null","173","null","138","null","1480","392","null","null","8124","1030","null","null","14978","1523","null","null",
"0500000US48331","Milam County, Texas","24770","*****","*****","null","23293","314","null","null","25","null","26","null","285","153","null","null","397","148","null","null","770","199","null","null",
"0500000US48333","Mills County, Texas","4889","*****","*****","null","4507","142","null","null","25","null","26","null","8","8","null","null","159","142","null","null","190","89","null","null",
"0500000US48335","Mitchell County, Texas","8523","*****","*****","null","8095","209","null","null","0","null","19","null","0","19","null","null","123","120","null","null","305","176","null","null",
"0500000US48337","Montague County, Texas","19489","*****","*****","null","18487","269","null","null","0","null","21","null","85","65","null","null","291","122","null","null","626","217","null","null",
"0500000US48339","Montgomery County, Texas","571949","*****","*****","null","484238","3182","null","null","1523","null","400","null","8937","1272","null","null","27309","1861","null","null","49942","2786","null","null",
"0500000US48341","Moore County, Texas","21399","*****","*****","null","15579","397","null","null","15","null","18","null","201","111","null","null","1261","236","null","null","4343","440","null","null",
"0500000US48343","Morris County, Texas","12373","*****","*****","null","11737","166","null","null","5","null","8","null","148","88","null","null","73","60","null","null","410","124","null","null",
"0500000US48345","Motley County, Texas","1252","135","null","null","1252","135","null","null","0","null","14","null","0","14","null","null","0","14","null","null","0","14","null","null",
"0500000US48347","Nacogdoches County, Texas","65339","*****","*****","null","59429","402","null","null","6","null","10","null","765","237","null","null","1594","297","null","null","3545","356","null","null",
"0500000US48349","Navarro County, Texas","48995","*****","*****","null","42407","640","null","null","29","null","34","null","229","98","null","null","2062","455","null","null","4268","589","null","null",
"0500000US48351","Newton County, Texas","13914","*****","*****","null","13711","89","null","null","0","null","21","null","52","55","null","null","78","35","null","null","73","71","null","null",
"0500000US48353","Nolan County, Texas","14904","*****","*****","null","14076","262","null","null","0","null","21","null","62","35","null","null","258","117","null","null","508","225","null","null",
"0500000US48355","Nueces County, Texas","361540","*****","*****","null","325199","1763","null","null","1129","null","384","null","3215","535","null","null","11878","967","null","null","20119","1388","null","null",
"0500000US48357","Ochiltree County, Texas","10131","*****","*****","null","7973","332","null","null","0","null","21","null","16","18","null","null","547","180","null","null","1595","324","null","null",
"0500000US48359","Oldham County, Texas","2094","*****","*****","null","1990","42","null","null","0","null","14","null","23","13","null","null","47","30","null","null","34","24","null","null",
"0500000US48361","Orange County, Texas","84069","*****","*****","null","80791","430","null","null","8","null","14","null","344","128","null","null","1092","287","null","null","1834","324","null","null",
"0500000US48363","Palo Pinto County, Texas","28540","*****","*****","null","26259","315","null","null","29","null","43","null","241","128","null","null","805","227","null","null","1206","251","null","null",
"0500000US48365","Panola County, Texas","23327","*****","*****","null","22382","160","null","null","0","null","25","null","69","54","null","null","149","76","null","null","727","159","null","null",
"0500000US48367","Parker County, Texas","133811","*****","*****","null","125133","838","null","null","174","null","129","null","1737","358","null","null","2476","346","null","null","4291","697","null","null",
"0500000US48369","Parmer County, Texas","9718","*****","*****","null","7499","273","null","null","76","null","71","null","65","49","null","null","650","152","null","null","1428","284","null","null",
"0500000US48371","Pecos County, Texas","15815","*****","*****","null","13303","335","null","null","130","null","163","null","295","168","null","null","700","199","null","null","1387","298","null","null",
"0500000US48373","Polk County, Texas","48913","*****","*****","null","45319","408","null","null","19","null","24","null","441","191","null","null","1072","224","null","null","2062","358","null","null",
"0500000US48375","Potter County, Texas","119674","*****","*****","null","99631","1252","null","null","326","null","216","null","873","230","null","null","5510","672","null","null","13334","1175","null","null",
"0500000US48377","Presidio County, Texas","6975","*****","*****","null","4089","394","null","null","0","null","19","null","100","78","null","null","679","298","null","null","2107","409","null","null",
"0500000US48379","Rains County, Texas","11766","*****","*****","null","11199","122","null","null","12","null","19","null","46","55","null","null","197","95","null","null","312","90","null","null",
"0500000US48381","Randall County, Texas","134026","*****","*****","null","125967","792","null","null","130","null","82","null","1016","298","null","null","2913","420","null","null","4000","641","null","null",
"0500000US48383","Reagan County, Texas","3766","*****","*****","null","3095","213","null","null","0","null","14","null","3","9","null","null","222","86","null","null","446","209","null","null",
"0500000US48385","Real County, Texas","3408","*****","*****","null","3231","107","null","null","0","null","14","null","56","57","null","null","19","17","null","null","102","84","null","null",
"0500000US48387","Red River County, Texas","12171","*****","*****","null","11650","152","null","null","12","null","20","null","192","163","null","null","114","80","null","null","203","149","null","null",
"0500000US48389","Reeves County, Texas","15492","*****","*****","null","12489","446","null","null","2","null","4","null","98","113","null","null","510","142","null","null","2393","401","null","null",
"0500000US48391","Refugio County, Texas","7145","*****","*****","null","6976","76","null","null","0","null","19","null","39","37","null","null","89","45","null","null","41","37","null","null",
"0500000US48393","Roberts County, Texas","805","102","null","null","780","100","null","null","0","null","14","null","4","7","null","null","21","21","null","null","0","14","null","null",
"0500000US48395","Robertson County, Texas","16990","*****","*****","null","15684","331","null","null","0","null","21","null","99","72","null","null","466","231","null","null","741","230","null","null",
"0500000US48397","Rockwall County, Texas","97175","*****","*****","null","86598","1108","null","null","510","null","210","null","1221","377","null","null","4256","618","null","null","4590","850","null","null",
"0500000US48399","Runnels County, Texas","10277","*****","*****","null","9810","136","null","null","7","null","12","null","42","35","null","null","210","66","null","null","208","97","null","null",
"0500000US48401","Rusk County, Texas","53755","*****","*****","null","49673","372","null","null","89","null","86","null","240","109","null","null","1019","288","null","null","2734","382","null","null",
"0500000US48403","Sabine County, Texas","10471","*****","*****","null","10312","87","null","null","0","null","21","null","29","33","null","null","97","76","null","null","33","28","null","null",
"0500000US48405","San Augustine County, Texas","8286","*****","*****","null","8074","89","null","null","0","null","19","null","0","19","null","null","73","49","null","null","139","86","null","null",
"0500000US48407","San Jacinto County, Texas","28180","*****","*****","null","26014","339","null","null","0","null","25","null","465","265","null","null","446","225","null","null","1255","325","null","null",
"0500000US48409","San Patricio County, Texas","67008","*****","*****","null","62807","629","null","null","131","null","126","null","399","112","null","null","1294","295","null","null","2377","475","null","null",
"0500000US48411","San Saba County, Texas","5991","*****","*****","null","5439","175","null","null","2","null","7","null","18","15","null","null","81","57","null","null","451","161","null","null",
"0500000US48413","Schleicher County, Texas","2983","*****","*****","null","2562","118","null","null","0","null","14","null","5","8","null","null","215","82","null","null","201","78","null","null",
"0500000US48415","Scurry County, Texas","17096","*****","*****","null","15884","374","null","null","18","null","20","null","91","51","null","null","520","244","null","null","583","303","null","null",
"0500000US48417","Shackelford County, Texas","3296","*****","*****","null","3187","46","null","null","0","null","14","null","8","13","null","null","57","33","null","null","44","30","null","null",
"0500000US48419","Shelby County, Texas","25349","*****","*****","null","23152","226","null","null","78","null","81","null","28","29","null","null","415","154","null","null","1676","250","null","null",
"0500000US48421","Sherman County, Texas","3059","*****","*****","null","2504","108","null","null","0","null","14","null","29","20","null","null","130","56","null","null","396","92","null","null",
"0500000US48423","Smith County, Texas","227449","*****","*****","null","206630","1221","null","null","129","null","80","null","1712","351","null","null","7067","661","null","null","11911","1137","null","null",
"0500000US48425","Somervell County, Texas","8860","*****","*****","null","8477","164","null","null","15","null","30","null","30","36","null","null","230","142","null","null","108","99","null","null",
"0500000US48427","Starr County, Texas","64078","*****","*****","null","44562","990","null","null","0","null","32","null","1196","301","null","null","5305","598","null","null","13015","954","null","null",
"0500000US48429","Stephens County, Texas","9364","*****","*****","null","8751","184","null","null","0","null","19","null","158","140","null","null","164","87","null","null","291","145","null","null",
"0500000US48431","Sterling County, Texas","1231","140","null","null","1146","143","null","null","0","null","14","null","5","9","null","null","24","24","null","null","56","38","null","null",
"0500000US48433","Stonewall County, Texas","1476","102","null","null","1448","105","null","null","0","null","14","null","0","14","null","null","11","17","null","null","17","25","null","null",
"0500000US48435","Sutton County, Texas","3824","*****","*****","null","3262","185","null","null","0","null","14","null","43","44","null","null","191","136","null","null","328","121","null","null",
"0500000US48437","Swisher County, Texas","7432","*****","*****","null","6328","336","null","null","5","null","9","null","32","25","null","null","201","104","null","null","866","327","null","null",
"0500000US48439","Tarrant County, Texas","2049770","*****","*****","null","1687835","5097","null","null","12160","null","1506","null","20405","1246","null","null","132652","3412","null","null","196718","4633","null","null",
"0500000US48441","Taylor County, Texas","136870","*****","*****","null","125692","908","null","null","278","null","115","null","2202","445","null","null","3944","548","null","null","4754","594","null","null",
"0500000US48443","Terrell County, Texas","896","219","null","null","807","183","null","null","0","null","14","null","71","76","null","null","7","12","null","null","11","13","null","null",
"0500000US48445","Terry County, Texas","12528","*****","*****","null","11068","326","null","null","0","null","21","null","117","60","null","null","387","176","null","null","956","268","null","null",
"0500000US48447","Throckmorton County, Texas","1436","145","null","null","1414","143","null","null","0","null","14","null","11","14","null","null","11","12","null","null","0","14","null","null",
"0500000US48449","Titus County, Texas","32640","*****","*****","null","25627","434","null","null","363","null","239","null","185","85","null","null","1733","279","null","null","4732","458","null","null",
"0500000US48451","Tom Green County, Texas","117986","*****","*****","null","108948","787","null","null","357","null","143","null","1222","288","null","null","3605","489","null","null","3854","631","null","null",
"0500000US48453","Travis County, Texas","1226805","*****","*****","null","987285","4686","null","null","3835","null","603","null","17557","1080","null","null","77098","2507","null","null","141030","3916","null","null",
"0500000US48455","Trinity County, Texas","14620","*****","*****","null","14027","131","null","null","0","null","21","null","35","31","null","null","148","83","null","null","410","118","null","null",
"0500000US48457","Tyler County, Texas","21518","*****","*****","null","20700","199","null","null","15","null","19","null","162","101","null","null","191","113","null","null","450","186","null","null",
"0500000US48459","Upshur County, Texas","41018","*****","*****","null","39293","287","null","null","0","null","29","null","186","83","null","null","471","167","null","null","1068","264","null","null",
"0500000US48461","Upton County, Texas","3659","*****","*****","null","3211","110","null","null","6","null","9","null","15","22","null","null","118","48","null","null","309","101","null","null",
"0500000US48463","Uvalde County, Texas","26920","*****","*****","null","23394","738","null","null","294","null","262","null","228","109","null","null","1134","425","null","null","1870","476","null","null",
"0500000US48465","Val Verde County, Texas","48969","*****","*****","null","36793","870","null","null","262","null","133","null","1061","296","null","null","4979","568","null","null","5874","648","null","null",
"0500000US48467","Van Zandt County, Texas","55103","*****","*****","null","52268","510","null","null","1","null","2","null","322","154","null","null","998","227","null","null","1514","380","null","null",
"0500000US48469","Victoria County, Texas","92109","*****","*****","null","84973","855","null","null","235","null","161","null","660","198","null","null","2411","427","null","null","3830","692","null","null",
"0500000US48471","Walker County, Texas","72321","*****","*****","null","65588","772","null","null","102","null","93","null","606","191","null","null","1363","321","null","null","4662","754","null","null",
"0500000US48473","Waller County, Texas","51832","*****","*****","null","44176","739","null","null","3","null","6","null","472","180","null","null","1700","343","null","null","5481","789","null","null",
"0500000US48475","Ward County, Texas","11658","*****","*****","null","10512","279","null","null","41","null","51","null","62","44","null","null","430","150","null","null","613","249","null","null",
"0500000US48477","Washington County, Texas","35163","*****","*****","null","32308","360","null","null","0","null","29","null","286","146","null","null","670","214","null","null","1899","326","null","null",
"0500000US48479","Webb County, Texas","273526","*****","*****","null","198592","2291","null","null","391","null","215","null","3769","516","null","null","21080","1355","null","null","49694","2071","null","null",
"0500000US48481","Wharton County, Texas","41577","*****","*****","null","37291","607","null","null","0","null","29","null","186","118","null","null","1063","260","null","null","3037","561","null","null",
"0500000US48483","Wheeler County, Texas","5338","*****","*****","null","4886","114","null","null","0","null","19","null","23","20","null","null","68","57","null","null","361","107","null","null",
"0500000US48485","Wichita County, Texas","131596","*****","*****","null","120648","807","null","null","349","null","142","null","1884","346","null","null","3686","465","null","null","5029","656","null","null",
"0500000US48487","Wilbarger County, Texas","12833","*****","*****","null","12057","217","null","null","37","null","45","null","161","100","null","null","190","119","null","null","388","157","null","null",
"0500000US48489","Willacy County, Texas","21588","*****","*****","null","18240","479","null","null","7","null","11","null","120","74","null","null","1346","303","null","null","1875","380","null","null",
"0500000US48491","Williamson County, Texas","547604","*****","*****","null","468064","2698","null","null","2236","null","462","null","8311","899","null","null","32157","1666","null","null","36836","2350","null","null",
"0500000US48493","Wilson County, Texas","49173","*****","*****","null","46811","382","null","null","72","null","60","null","449","153","null","null","912","187","null","null","929","238","null","null",
"0500000US48495","Winkler County, Texas","7867","*****","*****","null","6793","241","null","null","0","null","19","null","19","18","null","null","378","137","null","null","677","245","null","null",
"0500000US48497","Wise County, Texas","66290","*****","*****","null","60475","508","null","null","173","null","109","null","472","161","null","null","1512","276","null","null","3658","503","null","null",
"0500000US48499","Wood County, Texas","44366","*****","*****","null","42397","355","null","null","26","null","33","null","359","172","null","null","739","228","null","null","845","209","null","null",
"0500000US48501","Yoakum County, Texas","8631","*****","*****","null","6176","610","null","null","35","null","51","null","161","138","null","null","383","161","null","null","1876","616","null","null",
"0500000US48503","Young County, Texas","18036","*****","*****","null","16820","229","null","null","0","null","21","null","162","112","null","null","307","115","null","null","747","178","null","null",
"0500000US48505","Zapata County, Texas","14304","*****","*****","null","10611","715","null","null","3","null","7","null","189","113","null","null","795","238","null","null","2706","693","null","null",
"0500000US48507","Zavala County, Texas","12039","*****","*****","null","10870","446","null","null","269","null","414","null","44","55","null","null","288","119","null","null","568","202","null","null",
"0500000US49001","Beaver County, Utah","6517","*****","*****","null","6015","101","null","null","9","null","11","null","4","7","null","null","152","75","null","null","337","90","null","null",
"0500000US49003","Box Elder County, Utah","53946","*****","*****","null","51936","287","null","null","19","null","15","null","244","84","null","null","899","185","null","null","848","222","null","null",
"0500000US49005","Cache County, Utah","124165","*****","*****","null","115041","579","null","null","42","null","35","null","962","227","null","null","2777","341","null","null","5343","640","null","null",
"0500000US49007","Carbon County, Utah","20308","*****","*****","null","19695","164","null","null","1","null","5","null","111","54","null","null","174","78","null","null","327","160","null","null",
"0500000US49009","Daggett County, Utah","613","153","null","null","609","152","null","null","0","null","11","null","4","7","null","null","0","11","null","null","0","11","null","null",
"0500000US49011","Davis County, Utah","345767","*****","*****","null","324560","976","null","null","505","null","153","null","4584","540","null","null","8819","703","null","null","7299","768","null","null",
"0500000US49013","Duchesne County, Utah","20148","*****","*****","null","19404","93","null","null","6","null","10","null","93","45","null","null","297","73","null","null","348","80","null","null",
"0500000US49015","Emery County, Utah","10117","*****","*****","null","9822","101","null","null","0","null","18","null","45","24","null","null","68","37","null","null","182","94","null","null",
"0500000US49017","Garfield County, Utah","4998","*****","*****","null","4846","79","null","null","0","null","11","null","1","2","null","null","28","28","null","null","123","65","null","null",
"0500000US49019","Grand County, Utah","9640","*****","*****","null","8847","212","null","null","0","null","16","null","117","89","null","null","136","127","null","null","540","149","null","null",
"0500000US49021","Iron County, Utah","51213","*****","*****","null","48826","370","null","null","43","null","54","null","321","158","null","null","798","198","null","null","1225","419","null","null",
"0500000US49023","Juab County, Utah","11301","*****","*****","null","11076","101","null","null","1","null","2","null","8","13","null","null","43","27","null","null","173","99","null","null",
"0500000US49025","Kane County, Utah","7484","*****","*****","null","7198","133","null","null","0","null","16","null","55","38","null","null","210","133","null","null","21","22","null","null",
"0500000US49027","Millard County, Utah","12854","*****","*****","null","11881","145","null","null","4","null","6","null","24","21","null","null","297","97","null","null","648","144","null","null",
"0500000US49029","Morgan County, Utah","11664","*****","*****","null","11311","113","null","null","12","null","14","null","65","50","null","null","153","73","null","null","123","71","null","null",
"0500000US49031","Piute County, Utah","1866","153","null","null","1843","151","null","null","0","null","11","null","8","8","null","null","4","4","null","null","11","19","null","null",
"0500000US49033","Rich County, Utah","2389","*****","*****","null","2260","84","null","null","0","null","11","null","2","4","null","null","4","6","null","null","123","83","null","null",
"0500000US49035","Salt Lake County, Utah","1133646","*****","*****","null","975665","2879","null","null","2378","null","650","null","9954","870","null","null","55959","1857","null","null","89690","2734","null","null",
"0500000US49037","San Juan County, Utah","15302","*****","*****","null","15127","68","null","null","0","null","18","null","40","33","null","null","26","24","null","null","109","57","null","null",
"0500000US49039","Sanpete County, Utah","29850","*****","*****","null","28268","197","null","null","12","null","13","null","108","65","null","null","509","150","null","null","953","204","null","null",
"0500000US49041","Sevier County, Utah","21280","*****","*****","null","20846","77","null","null","0","null","21","null","19","18","null","null","171","67","null","null","244","86","null","null",
"0500000US49043","Summit County, Utah","41103","*****","*****","null","36708","438","null","null","68","null","57","null","394","170","null","null","1327","273","null","null","2606","361","null","null",
"0500000US49045","Tooele County, Utah","67397","*****","*****","null","63992","468","null","null","44","null","31","null","419","153","null","null","1246","230","null","null","1696","419","null","null",
"0500000US49047","Uintah County, Utah","36084","*****","*****","null","34917","338","null","null","3","null","6","null","304","170","null","null","431","156","null","null","429","202","null","null",
"0500000US49049","Utah County, Utah","605490","*****","*****","null","554633","1343","null","null","744","null","286","null","5061","505","null","null","17091","840","null","null","27961","1334","null","null",
"0500000US49051","Wasatch County, Utah","31708","*****","*****","null","28846","339","null","null","12","null","16","null","439","166","null","null","1155","259","null","null","1256","342","null","null",
"0500000US49053","Washington County, Utah","165811","*****","*****","null","155626","706","null","null","176","null","152","null","1104","281","null","null","3662","519","null","null","5243","684","null","null",
"0500000US49055","Wayne County, Utah","2689","*****","*****","null","2585","45","null","null","0","null","11","null","18","21","null","null","37","30","null","null","49","36","null","null",
"0500000US49057","Weber County, Utah","251498","*****","*****","null","231089","951","null","null","296","null","130","null","2642","432","null","null","7258","707","null","null","10213","831","null","null",
"0500000US50001","Addison County, Vermont","36882","*****","*****","null","34708","217","null","null","45","null","28","null","348","86","null","null","814","133","null","null","967","159","null","null",
"0500000US50003","Bennington County, Vermont","35746","*****","*****","null","34416","215","null","null","36","null","55","null","192","72","null","null","682","163","null","null","420","107","null","null",
"0500000US50005","Caledonia County, Vermont","30234","*****","*****","null","29353","158","null","null","17","null","21","null","150","46","null","null","426","112","null","null","288","118","null","null",
"0500000US50007","Chittenden County, Vermont","162646","*****","*****","null","145977","900","null","null","163","null","94","null","1896","300","null","null","7410","532","null","null","7200","761","null","null",
"0500000US50009","Essex County, Vermont","6200","*****","*****","null","5914","53","null","null","5","null","7","null","53","27","null","null","150","37","null","null","78","38","null","null",
"0500000US50011","Franklin County, Vermont","49116","*****","*****","null","47344","271","null","null","54","null","47","null","351","122","null","null","917","171","null","null","450","150","null","null",
"0500000US50013","Grand Isle County, Vermont","7022","*****","*****","null","6653","75","null","null","0","null","13","null","58","25","null","null","235","56","null","null","76","34","null","null",
"0500000US50015","Lamoille County, Vermont","25318","*****","*****","null","24267","237","null","null","30","null","40","null","273","126","null","null","334","107","null","null","414","168","null","null",
"0500000US50017","Orange County, Vermont","28908","*****","*****","null","27996","145","null","null","37","null","21","null","279","87","null","null","382","82","null","null","214","100","null","null",
"0500000US50019","Orleans County, Vermont","26901","*****","*****","null","25622","162","null","null","22","null","27","null","176","58","null","null","645","102","null","null","436","92","null","null",
"0500000US50021","Rutland County, Vermont","58892","*****","*****","null","57015","256","null","null","36","null","32","null","275","114","null","null","1020","173","null","null","546","169","null","null",
"0500000US50023","Washington County, Vermont","58350","*****","*****","null","56089","273","null","null","14","null","13","null","522","136","null","null","1132","164","null","null","593","186","null","null",
"0500000US50025","Windham County, Vermont","42823","*****","*****","null","40793","227","null","null","99","null","66","null","484","146","null","null","796","144","null","null","651","178","null","null",
"0500000US50027","Windsor County, Vermont","55275","*****","*****","null","52658","395","null","null","129","null","64","null","436","146","null","null","1054","253","null","null","998","247","null","null",
"0500000US51001","Accomack County, Virginia","32673","*****","*****","null","29784","453","null","null","156","null","111","null","208","102","null","null","611","221","null","null","1914","454","null","null",
"0500000US51003","Albemarle County, Virginia","107405","*****","*****","null","94391","792","null","null","438","null","241","null","1409","262","null","null","4916","540","null","null","6251","517","null","null",
"0500000US51005","Alleghany County, Virginia","15157","*****","*****","null","14928","78","null","null","0","null","19","null","39","28","null","null","96","55","null","null","94","54","null","null",
"0500000US51007","Amelia County, Virginia","12953","*****","*****","null","12732","153","null","null","0","null","19","null","72","69","null","null","91","132","null","null","58","55","null","null",
"0500000US51009","Amherst County, Virginia","31775","*****","*****","null","30901","171","null","null","146","null","91","null","158","68","null","null","307","94","null","null","263","117","null","null",
"0500000US51011","Appomattox County, Virginia","15707","*****","*****","null","15483","83","null","null","0","null","19","null","31","32","null","null","64","42","null","null","129","68","null","null",
"0500000US51013","Arlington County, Virginia","233464","*****","*****","null","172752","1867","null","null","1436","null","407","null","5012","495","null","null","26667","1180","null","null","27597","1596","null","null",
