"GEO_ID","NAME","B05001_001E","B05001_001M","B05001_001MA","B05001_001EA","B05001_002E","B05001_002M","B05001_002MA","B05001_002EA","B05001_003E","B05001_003M","B05001_003MA","B05001_003EA","B05001_004E","B05001_004EA","B05001_004M","B05001_004MA","B05001_005E","B05001_005M","B05001_005MA","B05001_005EA","B05001_006E","B05001_006M","B05001_006MA","B05001_006EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Margin of Error!!Total!!U.S. citizen, born in the United States","Annotation of Estimate!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Annotation of Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Annotation of Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Margin of Error!!Total!!U.S. citizen by naturalization","Annotation of Estimate!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Annotation of Margin of Error!!Total!!Not a U.S. citizen","Annotation of Estimate!!Total!!Not a U.S. citizen",
"0500000US30051","Liberty County, Montana","2280","201","null","null","2205","197","null","null","0","10","null","null","63","null","26","null","12","13","null","null","0","10","null","null",
"0500000US30053","Lincoln County, Montana","19358","*****","*****","null","18646","280","null","null","9","14","null","null","208","null","114","null","216","79","null","null","279","168","null","null",
"0500000US30055","McCone County, Montana","1630","118","null","null","1606","115","null","null","0","10","null","null","12","null","18","null","0","10","null","null","12","10","null","null",
"0500000US30057","Madison County, Montana","8218","*****","*****","null","7830","128","null","null","16","24","null","null","28","null","19","null","42","35","null","null","302","125","null","null",
"0500000US30059","Meagher County, Montana","1968","201","null","null","1914","203","null","null","0","10","null","null","23","null","24","null","13","18","null","null","18","14","null","null",
"0500000US30061","Mineral County, Montana","4211","*****","*****","null","4092","81","null","null","0","10","null","null","0","null","10","null","116","81","null","null","3","4","null","null",
"0500000US30063","Missoula County, Montana","115983","*****","*****","null","111229","446","null","null","88","82","null","null","1285","null","270","null","1640","261","null","null","1741","348","null","null",
"0500000US30065","Musselshell County, Montana","4807","108","null","null","4752","111","null","null","0","10","null","null","8","null","9","null","35","27","null","null","12","11","null","null",
"0500000US30067","Park County, Montana","16246","*****","*****","null","15735","125","null","null","0","16","null","null","93","null","43","null","264","99","null","null","154","70","null","null",
"0500000US30069","Petroleum County, Montana","432","57","null","null","426","55","null","null","0","10","null","null","0","null","10","null","6","8","null","null","0","10","null","null",
"0500000US30071","Phillips County, Montana","4124","*****","*****","null","4042","41","null","null","0","10","null","null","10","null","10","null","50","36","null","null","22","21","null","null",
"0500000US30073","Pondera County, Montana","6044","*****","*****","null","5927","34","null","null","0","14","null","null","28","null","21","null","49","22","null","null","40","26","null","null",
"0500000US30075","Powder River County, Montana","1619","110","null","null","1598","110","null","null","0","10","null","null","0","null","10","null","0","10","null","null","21","20","null","null",
"0500000US30077","Powell County, Montana","6861","*****","*****","null","6769","56","null","null","0","14","null","null","61","null","39","null","22","26","null","null","9","13","null","null",
"0500000US30079","Prairie County, Montana","1342","116","null","null","1317","118","null","null","0","10","null","null","0","null","10","null","12","13","null","null","13","22","null","null",
"0500000US30081","Ravalli County, Montana","41902","*****","*****","null","40749","284","null","null","28","23","null","null","393","null","146","null","444","147","null","null","288","161","null","null",
"0500000US30083","Richland County, Montana","11360","*****","*****","null","11087","143","null","null","0","16","null","null","31","null","27","null","85","49","null","null","157","145","null","null",
"0500000US30085","Roosevelt County, Montana","11228","*****","*****","null","11052","76","null","null","0","16","null","null","58","null","60","null","40","31","null","null","78","44","null","null",
"0500000US30087","Rosebud County, Montana","9250","*****","*****","null","9073","67","null","null","0","14","null","null","58","null","41","null","41","30","null","null","78","48","null","null",
"0500000US30089","Sanders County, Montana","11521","*****","*****","null","11225","83","null","null","0","16","null","null","54","null","32","null","145","51","null","null","97","69","null","null",
"0500000US30091","Sheridan County, Montana","3574","157","null","null","3476","159","null","null","0","10","null","null","15","null","13","null","43","24","null","null","40","25","null","null",
"0500000US30093","Silver Bow County, Montana","34814","*****","*****","null","33724","337","null","null","0","21","null","null","232","null","121","null","345","144","null","null","513","247","null","null",
"0500000US30095","Stillwater County, Montana","9410","*****","*****","null","9208","74","null","null","0","14","null","null","62","null","36","null","64","47","null","null","76","45","null","null",
"0500000US30097","Sweet Grass County, Montana","3653","*****","*****","null","3613","25","null","null","0","10","null","null","8","null","8","null","13","14","null","null","19","17","null","null",
"0500000US30099","Teton County, Montana","6080","*****","*****","null","5921","51","null","null","7","8","null","null","57","null","31","null","66","33","null","null","29","21","null","null",
"0500000US30101","Toole County, Montana","4976","*****","*****","null","4681","76","null","null","0","10","null","null","118","null","48","null","161","61","null","null","16","14","null","null",
"0500000US30103","Treasure County, Montana","777","88","null","null","770","87","null","null","0","10","null","null","0","null","10","null","7","10","null","null","0","10","null","null",
"0500000US30105","Valley County, Montana","7532","*****","*****","null","7358","85","null","null","0","14","null","null","36","null","34","null","77","60","null","null","61","44","null","null",
"0500000US30107","Wheatland County, Montana","2149","*****","*****","null","2046","52","null","null","0","10","null","null","43","null","30","null","19","16","null","null","41","41","null","null",
"0500000US30109","Wibaux County, Montana","1175","145","null","null","1104","136","null","null","0","10","null","null","34","null","46","null","15","18","null","null","22","23","null","null",
"0500000US30111","Yellowstone County, Montana","157816","*****","*****","null","153122","556","null","null","125","106","null","null","1225","null","302","null","1924","341","null","null","1420","299","null","null",
"0500000US31001","Adams County, Nebraska","31583","*****","*****","null","29705","200","null","null","0","20","null","null","87","null","53","null","721","164","null","null","1070","177","null","null",
"0500000US31003","Antelope County, Nebraska","6372","*****","*****","null","6261","25","null","null","0","13","null","null","0","null","13","null","34","21","null","null","77","16","null","null",
"0500000US31005","Arthur County, Nebraska","418","46","null","null","416","46","null","null","0","9","null","null","0","null","9","null","0","9","null","null","2","2","null","null",
"0500000US31007","Banner County, Nebraska","696","72","null","null","687","72","null","null","0","9","null","null","0","null","9","null","0","9","null","null","9","10","null","null",
"0500000US31009","Blaine County, Nebraska","480","55","null","null","477","56","null","null","0","9","null","null","3","null","4","null","0","9","null","null","0","9","null","null",
"0500000US31011","Boone County, Nebraska","5313","*****","*****","null","5265","17","null","null","5","8","null","null","8","null","10","null","15","12","null","null","20","11","null","null",
"0500000US31013","Box Butte County, Nebraska","11089","*****","*****","null","10815","140","null","null","0","15","null","null","57","null","82","null","72","50","null","null","145","89","null","null",
"0500000US31015","Boyd County, Nebraska","2042","90","null","null","1994","90","null","null","0","9","null","null","17","null","15","null","11","7","null","null","20","15","null","null",
"0500000US31017","Brown County, Nebraska","2988","104","null","null","2923","104","null","null","0","9","null","null","0","null","9","null","10","12","null","null","55","55","null","null",
"0500000US31019","Buffalo County, Nebraska","49030","*****","*****","null","46624","257","null","null","38","29","null","null","94","null","57","null","865","180","null","null","1409","246","null","null",
"0500000US31021","Burt County, Nebraska","6528","*****","*****","null","6393","38","null","null","10","9","null","null","25","null","16","null","29","23","null","null","71","30","null","null",
"0500000US31023","Butler County, Nebraska","8067","*****","*****","null","7872","42","null","null","0","13","null","null","19","null","15","null","98","32","null","null","78","34","null","null",
"0500000US31025","Cass County, Nebraska","25702","*****","*****","null","25091","117","null","null","83","61","null","null","251","null","94","null","165","51","null","null","112","50","null","null",
"0500000US31027","Cedar County, Nebraska","8523","*****","*****","null","8483","22","null","null","0","13","null","null","12","null","11","null","14","9","null","null","14","15","null","null",
"0500000US31029","Chase County, Nebraska","3734","214","null","null","3385","139","null","null","0","9","null","null","53","null","45","null","20","26","null","null","276","131","null","null",
"0500000US31031","Cherry County, Nebraska","5790","*****","*****","null","5633","73","null","null","0","13","null","null","0","null","13","null","32","22","null","null","125","75","null","null",
"0500000US31033","Cheyenne County, Nebraska","9852","*****","*****","null","9625","90","null","null","0","13","null","null","30","null","27","null","21","22","null","null","176","86","null","null",
"0500000US31035","Clay County, Nebraska","6232","*****","*****","null","5989","52","null","null","0","13","null","null","13","null","11","null","99","54","null","null","131","41","null","null",
"0500000US31037","Colfax County, Nebraska","10760","*****","*****","null","7366","398","null","null","16","28","null","null","36","null","27","null","1043","556","null","null","2299","342","null","null",
"0500000US31039","Cuming County, Nebraska","8991","*****","*****","null","8458","91","null","null","0","13","null","null","41","null","28","null","179","86","null","null","313","120","null","null",
"0500000US31041","Custer County, Nebraska","10830","*****","*****","null","10584","85","null","null","13","16","null","null","21","null","16","null","99","69","null","null","113","62","null","null",
"0500000US31043","Dakota County, Nebraska","20317","*****","*****","null","15265","492","null","null","21","25","null","null","127","null","75","null","2000","357","null","null","2904","590","null","null",
"0500000US31045","Dawes County, Nebraska","8896","*****","*****","null","8597","168","null","null","185","164","null","null","17","null","30","null","21","23","null","null","76","61","null","null",
"0500000US31047","Dawson County, Nebraska","23804","*****","*****","null","18985","346","null","null","22","35","null","null","202","null","116","null","2061","301","null","null","2534","300","null","null",
"0500000US31049","Deuel County, Nebraska","1894","120","null","null","1859","119","null","null","0","9","null","null","8","null","10","null","15","13","null","null","12","13","null","null",
"0500000US31051","Dixon County, Nebraska","5746","*****","*****","null","5313","47","null","null","0","13","null","null","13","null","12","null","181","50","null","null","239","63","null","null",
"0500000US31053","Dodge County, Nebraska","36683","*****","*****","null","33841","272","null","null","83","83","null","null","302","null","136","null","467","119","null","null","1990","310","null","null",
"0500000US31055","Douglas County, Nebraska","554992","*****","*****","null","496385","1279","null","null","681","159","null","null","4766","null","529","null","17797","1041","null","null","35363","1289","null","null",
"0500000US31057","Dundy County, Nebraska","2023","214","null","null","1841","136","null","null","3","4","null","null","20","null","31","null","12","16","null","null","147","115","null","null",
"0500000US31059","Fillmore County, Nebraska","5574","*****","*****","null","5482","31","null","null","0","13","null","null","7","null","10","null","76","30","null","null","9","10","null","null",
"0500000US31061","Franklin County, Nebraska","3006","*****","*****","null","2954","22","null","null","8","11","null","null","3","null","4","null","11","10","null","null","30","24","null","null",
"0500000US31063","Frontier County, Nebraska","2609","74","null","null","2582","76","null","null","0","9","null","null","2","null","4","null","10","8","null","null","15","10","null","null",
"0500000US31065","Furnas County, Nebraska","4786","*****","*****","null","4692","24","null","null","0","9","null","null","2","null","3","null","48","21","null","null","44","23","null","null",
"0500000US31067","Gage County, Nebraska","21595","*****","*****","null","21160","79","null","null","0","17","null","null","87","null","54","null","174","83","null","null","174","83","null","null",
"0500000US31069","Garden County, Nebraska","1860","117","null","null","1819","97","null","null","0","9","null","null","0","null","9","null","0","9","null","null","41","51","null","null",
"0500000US31071","Garfield County, Nebraska","1975","102","null","null","1961","102","null","null","0","9","null","null","0","null","9","null","14","12","null","null","0","9","null","null",
"0500000US31073","Gosper County, Nebraska","2015","*****","*****","null","1989","23","null","null","0","9","null","null","4","null","6","null","22","22","null","null","0","9","null","null",
"0500000US31075","Grant County, Nebraska","718","63","null","null","708","63","null","null","0","9","null","null","8","null","6","null","2","3","null","null","0","9","null","null",
"0500000US31077","Greeley County, Nebraska","2410","*****","*****","null","2358","22","null","null","0","9","null","null","21","null","15","null","20","16","null","null","11","13","null","null",
"0500000US31079","Hall County, Nebraska","61343","*****","*****","null","52366","592","null","null","92","97","null","null","446","null","141","null","2306","376","null","null","6133","718","null","null",
"0500000US31081","Hamilton County, Nebraska","9178","*****","*****","null","9029","71","null","null","10","16","null","null","38","null","22","null","85","72","null","null","16","19","null","null",
"0500000US31083","Harlan County, Nebraska","3438","*****","*****","null","3357","29","null","null","0","9","null","null","30","null","34","null","17","13","null","null","34","24","null","null",
"0500000US31085","Hayes County, Nebraska","943","74","null","null","887","73","null","null","0","9","null","null","4","null","5","null","19","10","null","null","33","20","null","null",
"0500000US31087","Hitchcock County, Nebraska","2843","*****","*****","null","2828","15","null","null","0","9","null","null","2","null","3","null","2","3","null","null","11","15","null","null",
"0500000US31089","Holt County, Nebraska","10245","*****","*****","null","9874","102","null","null","0","15","null","null","68","null","52","null","168","78","null","null","135","62","null","null",
"0500000US31091","Hooker County, Nebraska","691","82","null","null","690","82","null","null","0","9","null","null","0","null","9","null","1","3","null","null","0","9","null","null",
"0500000US31093","Howard County, Nebraska","6405","*****","*****","null","6282","55","null","null","2","3","null","null","19","null","19","null","64","38","null","null","38","25","null","null",
"0500000US31095","Jefferson County, Nebraska","7188","*****","*****","null","7068","32","null","null","0","13","null","null","9","null","11","null","61","27","null","null","50","34","null","null",
"0500000US31097","Johnson County, Nebraska","5197","*****","*****","null","4931","97","null","null","14","22","null","null","61","null","60","null","53","40","null","null","138","52","null","null",
"0500000US31099","Kearney County, Nebraska","6552","*****","*****","null","6319","96","null","null","0","13","null","null","19","null","19","null","57","40","null","null","157","95","null","null",
"0500000US31101","Keith County, Nebraska","8099","*****","*****","null","7883","71","null","null","0","13","null","null","11","null","16","null","118","61","null","null","87","50","null","null",
"0500000US31103","Keya Paha County, Nebraska","792","104","null","null","788","104","null","null","0","9","null","null","0","null","9","null","4","5","null","null","0","9","null","null",
"0500000US31105","Kimball County, Nebraska","3667","*****","*****","null","3551","68","null","null","59","68","null","null","18","null","15","null","21","13","null","null","18","17","null","null",
"0500000US31107","Knox County, Nebraska","8460","*****","*****","null","8320","35","null","null","3","4","null","null","19","null","11","null","85","35","null","null","33","15","null","null",
"0500000US31109","Lancaster County, Nebraska","310094","*****","*****","null","284233","1295","null","null","317","223","null","null","1525","null","264","null","11003","958","null","null","13016","979","null","null",
"0500000US31111","Lincoln County, Nebraska","35433","*****","*****","null","34628","282","null","null","12","13","null","null","147","null","82","null","357","197","null","null","289","128","null","null",
"0500000US31113","Logan County, Nebraska","886","75","null","null","861","74","null","null","0","9","null","null","0","null","9","null","10","9","null","null","15","16","null","null",
"0500000US31115","Loup County, Nebraska","585","61","null","null","585","61","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null",
"0500000US31117","McPherson County, Nebraska","454","89","null","null","454","89","null","null","0","9","null","null","0","null","9","null","0","9","null","null","0","9","null","null",
"0500000US31119","Madison County, Nebraska","35164","*****","*****","null","32421","260","null","null","100","106","null","null","84","null","85","null","868","179","null","null","1691","313","null","null",
"0500000US31121","Merrick County, Nebraska","7803","*****","*****","null","7585","67","null","null","0","13","null","null","7","null","6","null","44","29","null","null","167","70","null","null",
"0500000US31123","Morrill County, Nebraska","4841","*****","*****","null","4609","69","null","null","0","9","null","null","17","null","16","null","57","52","null","null","158","79","null","null",
"0500000US31125","Nance County, Nebraska","3554","*****","*****","null","3514","24","null","null","7","9","null","null","0","null","9","null","9","9","null","null","24","21","null","null",
"0500000US31127","Nemaha County, Nebraska","7004","*****","*****","null","6845","43","null","null","0","13","null","null","61","null","34","null","47","13","null","null","51","27","null","null",
"0500000US31129","Nuckolls County, Nebraska","4275","*****","*****","null","4155","48","null","null","0","9","null","null","31","null","29","null","7","6","null","null","82","40","null","null",
"0500000US31131","Otoe County, Nebraska","15896","*****","*****","null","15192","155","null","null","0","15","null","null","63","null","35","null","143","113","null","null","498","157","null","null",
"0500000US31133","Pawnee County, Nebraska","2676","*****","*****","null","2619","32","null","null","0","9","null","null","23","null","25","null","13","10","null","null","21","16","null","null",
"0500000US31135","Perkins County, Nebraska","2907","*****","*****","null","2835","25","null","null","0","9","null","null","3","null","4","null","52","21","null","null","17","16","null","null",
"0500000US31137","Phelps County, Nebraska","9120","*****","*****","null","8950","82","null","null","0","13","null","null","46","null","38","null","36","42","null","null","88","50","null","null",
"0500000US31139","Pierce County, Nebraska","7157","*****","*****","null","7029","40","null","null","0","13","null","null","23","null","22","null","80","39","null","null","25","20","null","null",
"0500000US31141","Platte County, Nebraska","33063","*****","*****","null","29762","273","null","null","0","20","null","null","238","null","142","null","1105","229","null","null","1958","236","null","null",
"0500000US31143","Polk County, Nebraska","5255","*****","*****","null","5059","33","null","null","0","13","null","null","14","null","14","null","82","48","null","null","100","44","null","null",
"0500000US31145","Red Willow County, Nebraska","10806","*****","*****","null","10648","94","null","null","4","8","null","null","7","null","9","null","74","74","null","null","73","55","null","null",
"0500000US31147","Richardson County, Nebraska","8009","*****","*****","null","7961","37","null","null","0","13","null","null","0","null","13","null","32","29","null","null","16","21","null","null",
"0500000US31149","Rock County, Nebraska","1350","90","null","null","1333","91","null","null","0","9","null","null","9","null","13","null","8","8","null","null","0","9","null","null",
"0500000US31151","Saline County, Nebraska","14288","*****","*****","null","12055","291","null","null","29","44","null","null","71","null","55","null","679","248","null","null","1454","278","null","null",
"0500000US31153","Sarpy County, Nebraska","178351","*****","*****","null","165695","722","null","null","503","199","null","null","3079","null","340","null","4605","474","null","null","4469","530","null","null",
"0500000US31155","Saunders County, Nebraska","21024","*****","*****","null","20647","90","null","null","8","12","null","null","94","null","46","null","125","40","null","null","150","55","null","null",
"0500000US31157","Scotts Bluff County, Nebraska","36255","*****","*****","null","34590","292","null","null","2","3","null","null","170","null","64","null","622","166","null","null","871","221","null","null",
"0500000US31159","Seward County, Nebraska","17127","*****","*****","null","16722","134","null","null","52","63","null","null","87","null","51","null","135","58","null","null","131","74","null","null",
"0500000US31161","Sheridan County, Nebraska","5234","*****","*****","null","5115","53","null","null","2","3","null","null","30","null","26","null","54","38","null","null","33","24","null","null",
"0500000US31163","Sherman County, Nebraska","3042","*****","*****","null","2983","26","null","null","2","5","null","null","7","null","12","null","27","14","null","null","23","16","null","null",
"0500000US31165","Sioux County, Nebraska","1266","72","null","null","1264","73","null","null","0","9","null","null","0","null","9","null","0","9","null","null","2","3","null","null",
"0500000US31167","Stanton County, Nebraska","5992","*****","*****","null","5743","45","null","null","0","13","null","null","8","null","12","null","158","41","null","null","83","44","null","null",
"0500000US31169","Thayer County, Nebraska","5098","*****","*****","null","5058","17","null","null","0","13","null","null","7","null","6","null","16","16","null","null","17","10","null","null",
"0500000US31171","Thomas County, Nebraska","645","72","null","null","636","70","null","null","0","9","null","null","5","null","5","null","0","9","null","null","4","6","null","null",
"0500000US31173","Thurston County, Nebraska","7140","*****","*****","null","7014","24","null","null","2","3","null","null","12","null","9","null","24","10","null","null","88","23","null","null",
"0500000US31175","Valley County, Nebraska","4224","61","null","null","4175","76","null","null","0","9","null","null","7","null","8","null","23","29","null","null","19","23","null","null",
"0500000US31177","Washington County, Nebraska","20219","*****","*****","null","19880","113","null","null","11","19","null","null","84","null","53","null","89","50","null","null","155","92","null","null",
"0500000US31179","Wayne County, Nebraska","9367","*****","*****","null","9046","149","null","null","0","13","null","null","59","null","48","null","122","68","null","null","140","135","null","null",
"0500000US31181","Webster County, Nebraska","3571","*****","*****","null","3519","31","null","null","4","9","null","null","14","null","11","null","27","21","null","null","7","9","null","null",
"0500000US31183","Wheeler County, Nebraska","822","102","null","null","817","103","null","null","0","9","null","null","0","null","9","null","0","9","null","null","5","9","null","null",
"0500000US31185","York County, Nebraska","13799","*****","*****","null","13415","161","null","null","28","33","null","null","111","null","79","null","83","57","null","null","162","86","null","null",
"0500000US32001","Churchill County, Nevada","24010","*****","*****","null","21789","289","null","null","45","47","null","null","290","null","126","null","687","179","null","null","1199","227","null","null",
"0500000US32003","Clark County, Nevada","2141574","*****","*****","null","1625019","4121","null","null","9914","940","null","null","31324","null","1481","null","231332","3472","null","null","243985","3933","null","null",
"0500000US32005","Douglas County, Nevada","47828","*****","*****","null","43817","416","null","null","66","50","null","null","323","null","108","null","1877","343","null","null","1745","277","null","null",
"0500000US32007","Elko County, Nevada","52252","*****","*****","null","47055","664","null","null","49","35","null","null","532","null","256","null","1774","357","null","null","2842","540","null","null",
"0500000US32009","Esmeralda County, Nevada","981","167","null","null","866","157","null","null","0","12","null","null","0","null","12","null","23","22","null","null","92","61","null","null",
"0500000US32011","Eureka County, Nevada","1830","167","null","null","1780","166","null","null","0","12","null","null","28","null","33","null","5","8","null","null","17","16","null","null",
"0500000US32013","Humboldt County, Nevada","16904","*****","*****","null","14704","305","null","null","0","19","null","null","215","null","110","null","770","242","null","null","1215","333","null","null",
"0500000US32015","Lander County, Nevada","5746","*****","*****","null","5138","222","null","null","0","17","null","null","24","null","28","null","245","115","null","null","339","159","null","null",
"0500000US32017","Lincoln County, Nevada","5174","*****","*****","null","4994","113","null","null","3","6","null","null","14","null","22","null","70","73","null","null","93","92","null","null",
"0500000US32019","Lyon County, Nevada","53155","*****","*****","null","49048","494","null","null","60","60","null","null","418","null","176","null","1549","300","null","null","2080","388","null","null",
"0500000US32021","Mineral County, Nevada","4448","*****","*****","null","4194","129","null","null","0","12","null","null","17","null","20","null","105","76","null","null","132","98","null","null",
"0500000US32023","Nye County, Nevada","43705","*****","*****","null","39875","537","null","null","275","175","null","null","383","null","161","null","1396","275","null","null","1776","413","null","null",
"0500000US32027","Pershing County, Nevada","6611","*****","*****","null","5891","153","null","null","19","23","null","null","14","null","18","null","284","106","null","null","403","131","null","null",
"0500000US32029","Storey County, Nevada","3941","*****","*****","null","3776","77","null","null","0","12","null","null","71","null","48","null","28","23","null","null","66","45","null","null",
"0500000US32031","Washoe County, Nevada","450486","*****","*****","null","381142","1730","null","null","1205","311","null","null","4921","null","522","null","29885","1148","null","null","33333","1569","null","null",
"0500000US32033","White Pine County, Nevada","9737","*****","*****","null","9205","144","null","null","4","8","null","null","109","null","80","null","94","61","null","null","325","103","null","null",
"0500000US32510","Carson City, Nevada","54467","*****","*****","null","47181","482","null","null","95","81","null","null","557","null","164","null","3019","402","null","null","3615","409","null","null",
"0500000US33001","Belknap County, New Hampshire","60640","*****","*****","null","58705","298","null","null","29","31","null","null","395","null","136","null","1026","235","null","null","485","156","null","null",
"0500000US33003","Carroll County, New Hampshire","47840","*****","*****","null","46114","353","null","null","93","82","null","null","339","null","167","null","731","191","null","null","563","203","null","null",
"0500000US33005","Cheshire County, New Hampshire","76263","*****","*****","null","73194","318","null","null","59","38","null","null","507","null","149","null","1583","236","null","null","920","251","null","null",
"0500000US33007","Coos County, New Hampshire","32038","*****","*****","null","30526","218","null","null","149","114","null","null","229","null","64","null","786","155","null","null","348","89","null","null",
"0500000US33009","Grafton County, New Hampshire","89811","*****","*****","null","83512","456","null","null","113","91","null","null","941","null","204","null","2155","262","null","null","3090","409","null","null",
"0500000US33011","Hillsborough County, New Hampshire","411087","*****","*****","null","366021","1744","null","null","3168","524","null","null","3077","null","474","null","21327","1210","null","null","17494","1134","null","null",
"0500000US33013","Merrimack County, New Hampshire","149452","*****","*****","null","140019","557","null","null","239","97","null","null","1232","null","226","null","4161","445","null","null","3801","482","null","null",
"0500000US33015","Rockingham County, New Hampshire","305129","*****","*****","null","287339","924","null","null","732","248","null","null","2392","null","343","null","9212","651","null","null","5454","638","null","null",
"0500000US33017","Strafford County, New Hampshire","128237","*****","*****","null","119466","562","null","null","202","109","null","null","1611","null","281","null","3031","464","null","null","3927","486","null","null",
"0500000US33019","Sullivan County, New Hampshire","43125","*****","*****","null","41471","237","null","null","5","6","null","null","456","null","150","null","894","187","null","null","299","102","null","null",
"0500000US34001","Atlantic County, New Jersey","268539","*****","*****","null","217889","1414","null","null","5788","824","null","null","1467","null","260","null","24765","1234","null","null","18630","1095","null","null",
"0500000US34003","Bergen County, New Jersey","929999","*****","*****","null","630037","3722","null","null","6094","781","null","null","8750","null","696","null","180119","3084","null","null","104999","3260","null","null",
"0500000US34005","Burlington County, New Jersey","446367","*****","*****","null","394083","1767","null","null","3655","463","null","null","5494","null","554","null","27640","1067","null","null","15495","1204","null","null",
"0500000US34007","Camden County, New Jersey","507367","*****","*****","null","434364","1867","null","null","13410","1016","null","null","3704","null","592","null","31588","1389","null","null","24301","1589","null","null",
"0500000US34009","Cape May County, New Jersey","93705","*****","*****","null","87270","585","null","null","1316","433","null","null","624","null","160","null","2366","390","null","null","2129","403","null","null",
"0500000US34011","Cumberland County, New Jersey","153400","*****","*****","null","127541","1552","null","null","8932","1217","null","null","900","null","259","null","5634","628","null","null","10393","927","null","null",
"0500000US34013","Essex County, New Jersey","793555","*****","*****","null","557770","3190","null","null","17816","1140","null","null","7977","null","731","null","113570","2685","null","null","96422","3009","null","null",
"0500000US34015","Gloucester County, New Jersey","290852","*****","*****","null","271948","977","null","null","1902","396","null","null","1526","null","244","null","10550","731","null","null","4926","662","null","null",
"0500000US34017","Hudson County, New Jersey","668631","*****","*****","null","357802","3157","null","null","17825","1224","null","null","7006","null","644","null","136129","2561","null","null","149869","3213","null","null",
"0500000US34019","Hunterdon County, New Jersey","125051","*****","*****","null","112281","690","null","null","619","234","null","null","881","null","198","null","6621","534","null","null","4649","572","null","null",
"0500000US34021","Mercer County, New Jersey","368762","*****","*****","null","277735","2013","null","null","6234","645","null","null","3626","null","522","null","38206","1403","null","null","42961","1864","null","null",
"0500000US34023","Middlesex County, New Jersey","826698","*****","*****","null","538375","3195","null","null","11671","797","null","null","6376","null","658","null","148695","2922","null","null","121581","2898","null","null",
"0500000US34025","Monmouth County, New Jersey","623387","*****","*****","null","532852","2099","null","null","3293","420","null","null","4175","null","457","null","50837","1719","null","null","32230","1604","null","null",
"0500000US34027","Morris County, New Jersey","494383","*****","*****","null","392115","2153","null","null","3559","602","null","null","4245","null","580","null","57724","1733","null","null","36740","1724","null","null",
"0500000US34029","Ocean County, New Jersey","591939","*****","*****","null","535864","1639","null","null","3406","421","null","null","5856","null","715","null","27886","1077","null","null","18927","1142","null","null",
"0500000US34031","Passaic County, New Jersey","504041","*****","*****","null","334705","2921","null","null","13881","976","null","null","6621","null","685","null","84387","2433","null","null","64447","2824","null","null",
"0500000US34033","Salem County, New Jersey","63336","*****","*****","null","59162","343","null","null","1004","180","null","null","305","null","118","null","1243","235","null","null","1622","359","null","null",
"0500000US34035","Somerset County, New Jersey","330176","*****","*****","null","243037","1910","null","null","1773","367","null","null","2723","null","425","null","49653","1766","null","null","32990","1659","null","null",
"0500000US34037","Sussex County, New Jersey","142298","*****","*****","null","129593","763","null","null","708","222","null","null","761","null","198","null","8108","517","null","null","3128","437","null","null",
"0500000US34039","Union County, New Jersey","553066","*****","*****","null","372493","3376","null","null","8628","813","null","null","6267","null","565","null","86581","2122","null","null","79097","2711","null","null",
"0500000US34041","Warren County, New Jersey","106293","*****","*****","null","94718","695","null","null","743","265","null","null","610","null","118","null","6036","504","null","null","4186","502","null","null",
"0500000US35001","Bernalillo County, New Mexico","677692","*****","*****","null","599150","2768","null","null","963","291","null","null","8614","null","722","null","28821","1321","null","null","40144","2369","null","null",
"0500000US35003","Catron County, New Mexico","3539","*****","*****","null","3446","54","null","null","0","12","null","null","25","null","38","null","68","41","null","null","0","12","null","null",
"0500000US35005","Chaves County, New Mexico","65459","*****","*****","null","56537","778","null","null","64","61","null","null","516","null","197","null","3422","461","null","null","4920","688","null","null",
"0500000US35006","Cibola County, New Mexico","26978","*****","*****","null","26108","259","null","null","0","22","null","null","44","null","33","null","272","130","null","null","554","223","null","null",
"0500000US35007","Colfax County, New Mexico","12353","*****","*****","null","11827","199","null","null","17","16","null","null","74","null","49","null","175","85","null","null","260","174","null","null",
"0500000US35009","Curry County, New Mexico","50199","*****","*****","null","44183","642","null","null","168","124","null","null","763","null","196","null","1858","379","null","null","3227","507","null","null",
"0500000US35011","De Baca County, New Mexico","2060","69","null","null","2001","72","null","null","0","12","null","null","5","null","8","null","22","23","null","null","32","31","null","null",
